text,likes,impressions,followers
haven’t stopped thinking about dinner since i ate at lunch.,0,20,61
The only fun thing about Day 5 so far has been the SCG thumping Shooting Stars over the PA during the lunch break,19,2530,4017
something as little as buying a cake mix at the store and baking a cake at home really just healed a little bit of my inner child fr words can’t describe it,0,105,516
"Tēnā koutou. This right here is carol. Don't you want to find delicious cuisine with me around the world? The country where now I am in is Greece🇬🇷. The weather now is ☁️🌜☁️☁️☁️. 

 I am so excited to eat🥘🍸🍩",0,2,27
I’m replacing the overdone burgers and pizza weekend food with Opa’s pita wrap and fries with tzatziki. Oh my gah,0,10,17
Soo my mom used to be a lunch lady at a local elementary school. We’re at the bar and so many kids are pointing to her 😭,0,80,610
"Go Auckland!!
What should I have for lunch?",2,550,1424
"Send $50 for drinks tonight 🥂💸

And say thank you cuck - Gin tastes better when it’s sub funded 🤪",10,458,3991
Can’t go wrong with Mexican food &amp; a horchata 🫶🏾,4,275,6188
"An: Ah Akito, can you make a bowl out of aluminum foil? I'm thinking about making ahijos out of vegetable scraps.
Akito: Oh, that's cool. Give a minute.
Akito: Oh yeah, someone brought cheese. You can make a cheese fondue out of that too if you stick it in tinfoil.",0,28,20
i asked my dad to drop off some of my leftover burrito for my lunch break and he brought me that PLUS a sour cream/salsa mixture PLUS cheetos PLUS  chopsticks so i don’t get my fingers dusty PLUS an applesauce PLUS a napkin with a smiley face drawn in the corner PLUS a bev!!!!!!!,13,163,256
"Sydney Test, final day.
SA are 244 for 7 at lunch in their first innings.
Keshav Maharaj ( 49 ) and  Harmer ( 45) are in a 72 run partnership.
SA are 231 runs short pf Aus total. Looks like SA will avoid the follow on.",2,39,5932
"Fort George Consider The Bramble  (@fortgeorgebeer)  is on, replacing Whipsaw Buzz On Blackberry (@whipsawbrewing)",0,11,41
A smoothie shop called frutility where you have to make your own smoothie,0,100,474
KBBQ was so gooood and we got to take what we cooked home 😊,2,129,1113
"Wonderful job by Simon Harmer (45*) and Keshav Maharaj (49*) as they take South Africa to 244-7 at lunch, now just 32 short of avoiding the follow-on. They also really showed up the top-order!
Marco Jansen chipped in too at the start.",6,632,4744
🤰🏻 me right now (it's all thai food),3,470,565
Read House of Leaves and drink some refreshing green juice from a irish coffee glass.,0,4,20
"sometimes it just feels like everywhere i go, im always the odd one out. i was always the victim in primary school, the butt of every joke, i was isolated for most of secondary school, eating lunch in the toilets most days- if at all. id try to make friends but they’d always just",8,669,1788
"Load shedding at 4am, will mid Maharaj’s  50 after lunch 😒",0,58,838
I just rescheduled a lunch date all because I didn’t smoke now I’m sitting here high and hungry 🙄,0,157,363
"Sometimes I don't know how to substitute ingredients correctly. Today I made  a cake with  brown sugar,  chocolate, and replaced  shortening with  chia seeds.",0,1,12
Alright that’s it the Rocky Mountain towns got the best Mexican food I’ve ever had in my life for the past year I’ve been dreaming about the tacos I had by Breck and now I just had the most fire tacos in keystone,2,228,1161
"Might treat myself to @HungryJacksAU for a late lunch after I charge my phone
Buy some microwave meals to get me through the week until the move and listen to WC &amp; The Maad Circle on the way",0,18,337
"Hey, @RaglanRoadPub.... I dare you to post the Full Irish Breakfast promo photo tomorrow on Sunday morning.",1,251,3885
"Why was shooks ever a thing in high school 😭I seen niggas give up their entire lunch. For what 
Like we were not ok 😂😂😂",3,791,905
Romance is awesome. But friends...that's soul food.,17,569,4065
Worst session of the season for the Aussies. But still a chance to win if they get back on track over lunch.,2,255,1692
People on speakerphone at brewery. Harshing the vibe y’all…,2,48,269
"a past ab*ser is in town, i just finished my first week of classes, im 150 days clean, and i’m spiraling so i’m baking a fucking cake",5,401,355
"40 overs done and just the 1 wicket. Finally some application in our batting. &lt;Should&gt; have done enough to save this test now, but get over the line after lunch boys! #AUSvSA",1,313,658
i’m losing sm weight. this abc diet works fr fr 😭,0,9,143
"everyone in the tags of this post going ""i love you napping during work hours / the amount of times i've played elden ring while working.. / me rn taking my quote lunch unquote""........i love you antiwork mindset",0,23,32
Steve Smith filth before lunch!! #AUSvSA,0,205,1710
"""I can't freaking escape this asshole,"" Rey thought to himself as he finds that even in an exclusive cruise liner, Nard will show up to prove how pathetic of a Pokemon trainer he is. ""Give me your lunch money,"" Rey demands of the loser who's Pokemon don't seem to die when killed",0,29,125
Steve Smith the final over before lunch  #AUSvSA,1,136,2119
found a new comfort food and now the heart feels fuller,3,90,20
"So I'm in a rough spot, working my ass off on RyanCranePhotography .com I desperately need a pick-me-up. @garyvee would you please have lunch with me in hunterdon county this Monday, I happen to turn 44 &amp; it's a few days shy of my 4yr cancer diagnosis.",0,13,1833
"Friend: want to drink? 
Me: it's still morning
Friend: lunch then",41,8412,63601
Ate African food tonight and let me just say 😮‍💨 #Sensational,2,115,1112
Why didn’t I bring lunch !?!,0,69,176
I leave my lunch box everyday at work smh,0,165,3080
"yeah your girl might be a snack, but my girl is breakfast, lunch and dinner ga dayum 😆",0,18,1
This man makes me wanna cook him dinner and a lunch for work 🤦🏽‍♀️,6,427,593
Laurel ate raw ramen noodles!,0,0,24
"thank u god for kbbq, amen 😫",5,134,72
"I just don’t understand these guys who are 30% body fat talking about their cold plunges and their carnivore diet and their reverse osmosis water. 

Bro…you’d be more healthy and have more energy if you just eat less food.",0,61,152
"tricksters. Lunch Neurons. Good,"" dissimilar, literature...Literature
؟?
نمشے

🔹H69🔹
🔹H69🔹
🔹H69🔹",0,0,1
Cooking soul food tonight 🥰,0,63,667
"Every cake is good... Even fruit cake, if you have a nice recipe. #KlavierBot",0,2,755
Thai food for dinner and maybe a little drive to an undetermined location with my boo thang,1,27,30
"Til: the word 'lunch' is short for 'luncheon,' named for the 4th Earl of Luncheon, who became tired of not eating between breakfast and dinner and insisted on a mid-day meal",12,1634,9783
Ima need some more Caribbean food 😛,0,33,151
Tisha mama wanna play on words talking about people kids when she know dam well what she was doing and saying take that same energy and put it into that food truck and all them husbands she got  #LAMH,1,94,35
Looking at pics on FB of the 'no anti-vaxxers allowed' xmas lunch of my extended clan. They look miserable as they huddle around my aunt who suffered a stroke post jib No.4. Their eyes tell me they know. If only their minds would listen to their hearts. So sad.,1,45,543
"Greek food is sooo bomb, in heaven rn.",1,193,935
I was really sucking dick in an ally in middle school on this dudes lunch break. My parents found out and my step mother had a conversation with me where she said oh I’ll never suck dick on my man’s lunch break.  Oh well honey I’m not you and I suck dick wherever whenever I want,1,445,4693
On a quest to find good Brazilian food in Los Angeles this week,1,68,152
I really made reservations at work 😭 idgaf I wanna go sit n eat on my lunch,0,46,637
"i think you owe us a lunch, my painted lady, unless you heeded my advice &amp; returned to MOTHER your kids out in central PA...and i wanna show with hair loss up top, my OTHER follicles have been HEIGHTENED in case SIX months from now you still think ""if only he weren't so ugly...""",0,3,4
I feel so bad for people who have never tried Filipino food,1,188,606
Topical Smoothie fucked up…they let me get my smoothies for $2 .. I’m in there everyday lol 💯,0,31,92
"I made it a goal to cut out almost all sugar in my diet unless its necessary

I got drinks and a football game to watch so the little cake I bought is exempt from this",7,422,1079
"Confused about which diet is good for what?

- SAD diet will make sick
- MONO diets can heal you
- NO dieting will give you food freedom as long as you look after your gut brain heart and liver

Everyone is at different stage of their journey, follow your gut to see what works 4u",2,160,1126
"crepe: skiry with weird partign in tje middle 
 
 mayu: thats called shorts crepe,,",0,2,169
my mood is swinging so wildly. only btwn bad things tho i blame the rain and also not having eaten lunch,0,25,249
Lil mexican food &amp; cold brews ready to see what that boy Tank finna do in the ring tonight,0,82,1199
"So I went to the gym but still end up cooking bbq pork , rice, cornbread and green beans 😂 I never was the type to be on a diet so I guess as long as I continue sticking with this work out ting on the regular like I use to I should be fine 🤷🏾‍♀️..",1,97,88
"buying himself and
his friends some
lunch . . hopefully
they like burgers .",0,13,71
WELLLLLLLL IT’S ABOUT THAT TIME. Quote this tweet with a number from 0-150. I’m paying for someone’s lunch on Monday! 🫶🏽❤️( you do have to be following me to win) ✨ closest without going over wins 💕,40,20312,13675
"I would love if someone made me unchocolate chip cookies like the recipe for chocolate chip cookies is so good but the chocolate chips ruins it for me and don’t say anything about sugar cookies ITS NOT THE SAME sobs

Need a boyfriend to bake me unchocolate chip cookies😞",1,38,16
"Or do you have a bento? Well, you're allowed to bring your own food into the cafeteria, so you can eat it there with us.

With that said, let's head for the cafeteria. Any objections?",0,0,35
"Baking cookies for my love, I stir and mix!",4,176,102
"feeling bold today
*drinks coffee on an empty stomach*",0,44,492
I been Lowkey obsess w them tonkatsu ramen things from Costco idk it be good ok,0,49,497
Lunch... We'll go back to Wangshu Inn.,0,0,14
Every time I go on a diet I end up getting really bad sugar withdrawals,1,34,13
Galley is so out to lunch i cannot stand listening to him,11,480,965
Hard kombucha is yet another reason why we need to push back extra hard on appropriation.,8,781,2824
"Pitch: a health food cafe called I'm Acai, You're Acai",3,467,6370
im ab to have my second crepe of the day,0,36,1085
Somehow it only took an hour for my dinner ambition to go from cooking risotto to ordering out Thai food to eating a Lunchable and calling it good. It's possible it was a very long week.,33,1086,4383
"breakfast, lunch, and/or dinner dates w/ the elders will always be one of my favorite pastimes",1,71,123
"Bruh
I'm going to eat spicy noodles tomorrow.
Buldak Ramen, it's life.

NATION LOVES SUMBUL",4,160,309
"Having a major Mom + Daughter moment: Pride and Prejudice (1995, Remastered) while baking cookies",5,381,591
Ever since I got back from my vacation I’m struggling with my gym and diet routine lmao,1,105,410
I’m so upset I left my Cuban food at work 😭🥺,0,90,173
at lunch with my boss and he doesn’t know i’m thinking about lalo,23,1106,1630
"We know you've been waiting for this one 😀 Create your lunch with asparagus, venison, taco sauce, and fettuccine 😊",0,0,8
"I don’t get why people have a problem with nonalcoholic cocktails, decaf coffee, etc. What we consume isn’t just about the intoxicating or energizing effect it can impart. It’s about pleasure and shared experience. 

It tastes good. It feels good. 

☕️👄🍸

It’s very human.",26,529,883
I want to eat Eba and okro soup,0,203,4030
"I just made a mango pineapple smoothie and my body is loving it. I wish it could react the same way when I try to make berry smoothies, but the texture of the berries in the smoothie is what sets off my tastebuds. I would need an expensive blender for it to be like yogurt :/",6,155,56
thai food about to HIT,0,102,275
Hot sauce all in my top ramen ya bish,0,38,210
gonna make apple crumble and scones for lunch mmmm,5,80,570
The urge to eat ramen all the time,0,37,189
"Cioccolata invited himself over and now all my organic fruit has gone moldy.
I am truly at my limit I’m gonna beat this bitch.",0,10,890
Target date and now he’s taking me to my favorite brewery??? I’m spoiled 🥺,13,523,264
"Our special boy, the epileptic schnauzer on paleo diet, is going through carb withdrawals.

Homeboy is licking the outside of the flour container to get his fix.",3,45,100
"I can admit there is a ton of bad press about red meat, but what I cannot agree with is that humans should eat meat exclusive diets void of vegetables and consume sodium without moderation. That’s a recipe for disaster.",3,833,277
Two things I want rn is a Russian mani and a crepe I will be fulfilled,0,155,643
Lord save these fast food restaurants in Jamaica from card machines that don't work.😒,5,697,8388
"Daily Diet Tip: LDL is not the best indicator of CVD, in fact it's not even in the top 10

Even small improvements in nutrition can start an avalanche of health benefits.",0,8,21
"Emails I expected to get when I got off work: subway order confirmation from lunch

Emails I did not expect to get after work: Sponsorship offer (unrelated to expected email)",0,31,293
Reo. Reo!! Lunch time. Don't space out on the job.,1,32,106
I think it's time for either lunch or nap before work,0,7,55
kombucha is a beautiful name for a girl,4,261,492
having lunch today with a friend and it's gonna be delicious,0,1,5
"clothing? - $250.
 lunch? - $15.
 fighting rubbish? - priceless",0,0,8
I don't even count calories anymore i just starve bc no matter how low calorie the food is I'm still going to be fat,3,86,154
I’m wearing a t-shirt to kbbq cause I don’t trust myself to wear what I’m wearing to the bar and not get bulgogi juice on me,2,381,546
"When I start to feel weak in my recovery or weak on my healthy diet, I just binge on friut. Works for me! Dates and frozen banana  is my favorite! 
#HealthyFood  #healthylifestyle",4,149,520
These fucking braindead people have every opportunity to keep eating out of the back of a frozen food truck and yet they still can't help themselves from being in my fucking way.  I just went and got food and it did not go well.  Just another giant fake mind rape.  FUCK OFF!,0,17,190
"I decided recently to follow an anti-inflammatory diet starting next week, with the hope of gaining some sort of control over my symptoms while I wait for a diagnosis &amp; treatment. So this weekend is my last hurrah with some foods and drinks. 😅",16,611,169
"When Kim C said on arrival in CatLand decade ago: *welcome to 3rd world* i did not grasp until a high end Costa Brava hotel served *Ensaladilla Russia* Russian salad, potatoes carrots cucumber tuna eggs with dollops of Hellman Mayo. I thought them more advanced than Chef Olivier.",4,166,875
You was at the farmers market with that bitch bro lmaoooo SZA is funny as hell for thisss,0,72,834
why is mexican food so good :(,0,13,2
"i think my mom's ed is coming back which is great for me cause she's only buying diet foods rn but it's also awful seeing her like this. 
~}*{~",0,9,22
I found out that drinking my vegetable smoothie with flavoured water helps it go down better 😜,2,204,2223
My new diet is not being able to afford food,1,317,789
Lunch was underwhelming,0,36,182
"You was at the farmer's market with your perfect peach

THEY CAN’T BEAT US #SaveWarriorNun",0,29,219
"Boneyard Oude Perzik  (@BoneyardBeer)  is on, replacing Boneyard Wooden Femur (@BoneyardBeer)",0,12,155
Gonna make jollof using quinoa tn,0,81,345
"A strong man is remembered on the day of the fight and a glutton on the day pounded yam is surplus.
 ~ African Proverb",0,10,161
"My little pepperonis, the pizza I had for lunch is causing bubble gut and general distress. Stream is cancelled, but please drop by @LadyMaeUS tomorrow at 4pm Central for her Citizenship Celebration Stream!",2,46,80
"It is the happiness that the bee drinks from the flower , on which the bird feeds in its fruit . It is the happiness that the summer brings . Lucretia Peabody Hale, Seven Stormy Sundays",0,3,33
"It is the happiness that the bee drinks from the flower , on which the bird feeds in its fruit . It is the happiness that the summer brings . Lucretia Peabody Hale, Seven Stormy Sundays",0,2,60
"It is the happiness that the bee drinks from the flower , on which the bird feeds in its fruit . It is the happiness that the summer brings . Lucretia Peabody Hale, Seven Stormy Sundays",0,2,90
"It is the happiness that the bee drinks from the flower , on which the bird feeds in its fruit . It is the happiness that the summer brings . Lucretia Peabody Hale, Seven Stormy Sundays",0,2,48
"It is the happiness that the bee drinks from the flower , on which the bird feeds in its fruit . It is the happiness that the summer brings . Lucretia Peabody Hale, Seven Stormy Sundays",0,2,8
"It is the happiness that the bee drinks from the flower , on which the bird feeds in its fruit . It is the happiness that the summer brings . Lucretia Peabody Hale, Seven Stormy Sundays",0,2,41
i could fuckin destroy the bento box from the morikami museum rn,1,114,272
"Cahal Paella: kelp-scented crème anglaises, smothered by moss, braised moss. $24",0,12,35
"1/3lb organic bison burger on organic mixed greens with Monterey jack, the Counter relish, grilled red onions and beef chili. #burger #nom",0,10,50
"I’m down for a gifted collab right now 🤍 ( skin care , plus size clothing , food/drinks ( SUPER COFFEE LOVER HERE ☕️) ) Im in Canada 🇨🇦 My portfolio is in my bio ! #ugc #ugccanada #ugccommunity",0,12,48
"Hello.
I’m going to visit Tsukishima today.
I’m so excited!

Tsukishima is far from my home.
I’m going to visit with my mother.
I’m going to show her around.

We’re going to have lunch.
I want to eat monja, so I’ll make a reservation.
I can’t wait!
#英語学習 #英検",14,1411,85
"I spend too much money on sushi and crawfish boils. The ocean calls to me…

(I’m my defense the rest of the time I just eat ramen and fruit)",0,16,16
Baking cakes 😋,0,20,174
"Bad Diet: one serving of root vegetables, two servings of protein, followed by three servings of bread",0,0,4
Little boy straight took my smoothie,0,59,889
Kombucha kinda goated. Any tried?,0,178,174
Yemeni Lunch Witch,0,0,4
On attend les frites,0,75,33
"Pepper soup and pounded yam, i want some stew",1,94,916
"reason was, in fact, out to lunch",0,11,58
"I’m gonna try my diet challenge again, but with tastier food options.",0,96,895
"I need recommendations for foods/meals that are:

- soft
- cool/cold
- non acidic
- vegan (no animal products or byproducts) or can be made vegan w substitutes 

Having (minor) mouth surgery soon and struggling to think of anything to prep other than “smoothie all day every day”",9,4090,1860
"Ask and you sha receive. Light don come, time to eat ogbono at 2am",1,171,2218
"I’m not a snack.
I’m Soul Food.😌",0,17,7
Boomers love French onion soup,1,11,93
Wassup with this mf in the sauna eating his lunch 🤣🤣🤣🤣🤣🤣 @GanjaPrenuer__,2,297,1882
I love waking up every Saturday @ 8am going to target alone then shopping then take myself out to eat lunch 🥰,1,159,590
"Fort George Magnanimous  (@fortgeorgebeer)  is on, replacing Bale Breaker High Camp (@balebreaker)",0,16,38
i just really feel like i need french onion soup,4,315,1041
I’d absolutely fuck up a Golden Corral buffet rn.,4,340,909
a healthy non disordered cal intake for me is 1200. I LIKE DOUBLED IT TODAY??? starting a harsh diet tmrw..,1,64,44
the fact that weight loss is like a huge majority diet snd not exercise used to make me feel good bcs that was was easiest for me but now its the complete opposite and i want to DIE,1,159,3565
"I'm a liar, I'm actually just reading and drinking a smoothie",4,552,3617
getting my ears pierced on my 30 min lunch😋😋,0,92,315
"I usually don't eat lunch meat, but when I do, I feel like molly",0,6,68
"My mom made korean fried chicken, a sushi bake, and ramen!! I’m finna be in a food coma until Tuesday 😭😩",0,34,37
"""Smoothie King Arena"" was the funniest named NBA stadium to me until the FTX shit went down",2,87,357
I wanna make rice crispy treats but with coco puffs,0,11,165
"and the beer i had for breakfast silver bullet in the brain
and the beer i had for lunch was a bottle of night train
and the beer i had for dinner was my crazy neighbors pills",0,5,3
I’m bout to find this research on how the GMO food fucking w our sexuality,1,154,523
"Oooh this one will be tricky. Create your lunch with carrot, veal, taco sauce, and campanelle 🤪",0,0,8
I just finished my lunch at work and now I wanna throw up lmao what the fuckk,0,24,139
Someone order me Thai food and have it sent to my house. Kay thanks.,0,21,411
"low calorie baby food actually hits, jus had beef bolognese pasta n it was… good? 170g for 158kcal and i feel rlly full from it babies have it so good",4,86,152
"It has come to my attention that some fellows are in need of an invigorating tonic to recover from the holidays, so here is a recipe:
• spring water, 1 cup
• black tea leaves, 1 tsp 
• honey, 1/3 tsp
• a squeeze of lemon juice
• ground pixie dust, 1 tsp

Steep for 3-5 min!",2,174,18
"Diet Day 1: 

I have removed all the bad food from the house. 

It was delicious.",4,51,11581
MY CUTE BENTO BOXES ARE HEREEE,2,69,151
In the group chat still talking about how nasty the food was on our lunch date was .. these bitches got me ctfu 😂,0,47,254
Tsujimura stumbles across Murakoso and Aoki on their day off. They get lunch together.,0,21,142
I know you young as hell or have urban taste buds if you black and don’t eat Caribbean food,0,32,705
"the nic and starbies combo for breakfast, lunch and dinner🫦🫦&gt;&gt;&gt;",2,240,183
"Boneyard RPM  (@BoneyardBeer)  is on, replacing Varietal/Barley Brown's Dammit Bobby!",1,40,280
I just love 💕 me some Jamaican food. This shit bouta be bussin 🤤,1,59,439
Thinking about going on a low carb diet while the house is full of carbs. Smoirt. 🤦🏻‍♀️,1,7,141
What's happening with the case of Grace McLean? $153million of school children's lunch money was misappropriated.,8,262,284
"This Thurs, I will order 🌭 for lunch 💃",0,0,14
"Spending some time with my sister tomorrow. Pilates, facials and lunch ☺️",0,176,1502
"The Formula for 2023.
~ Resistance Train x 4 week
~ Stretch and Mobility 
~ Outdoor Circuit &amp; Walk
~ 70% diet organ meat and protein
~ Daily ☀️ and 🥶 therapy 
~ Spend time with humans who have a growth mindset.
~ Stay below 12% Body Fat all year around.
#healthyhumans",1,11,5
Smoothie time,4,3199,10447
High carb diet &gt; low carb diet,5,2384,3672
"Would be so much fun to have a personal trainer domme who can push me into working out and dieting 🥵

Findom | Femdom",9,532,2058
imagine my surprise when there was a massive argument at family lunch today they didn’t involve me or my dad,1,111,517
my aunt did a diet where she ate 1300 cals a day and lost 10kg in 2 months,1,126,107
"I wake up, eat breakfast, check if the doors are locked, lay down, check if the doors are locked, let the cat in, check if the doors are locked, eat lunch, check if",1,106,628
"My mom: bringing you some food 

Me: ok no meat just rice and vegetables 

My mom: I put some crawfish in there 

Me: take it off that’s meat

My mom: that not enough meat to count against your diet 

Me: 🙃🫠😐🫤 take it off",0,59,490
"But with me cooking &amp; packing my son breakfast and lunch every day, I have to get stuff in bulk.",0,78,563
just got such good jamaican food omg,2,554,550
My dad asked me what I wanted for lunch so I asked for a roti. He brought it and it was the worst one I've ever eaten in my life. He needs to not go back to whichever restaurant he got it from,0,69,28
My feet are tired from walking around at frank n sons 😵‍💫 but getting some food here at Koji Ramen ☺️,2,56,166
i want kbbq again,2,148,114
im so addicted to alice in borderland im watching this shit on my lunch 😭,5,231,229
hi moots do u want a sip of my smoothie its strawberry banana and mango,0,66,139
Alll she wanna do is cook lol she’ll cook you breakfast lunch and dinner like okay ma I’m full lol,0,4,9
Just had a filet o fish! (Yes I’m still on a diet there is only 400 calories in them and that’s all I’ve had to eat today so lowkey I’m still doing pretty good!) https://t.co/ORXqOrTes4,2,841,8628
my mom brought home cake from the baby shower she went to and she always brings back food from these things for me i wish i didnt buy the cookies cause she brought home this slice of cake and now we’re getting thai food and im full from all the junk i’ve eaten today and deaddddd!,1,74,534
"shares Lunch Knocked Renewal hideous, Leadership
؟?
نمشے

🔹VOX2🔹
🔹VOX2🔹
🔹VOX2🔹",0,0,109
"i said i was gonna go on a diet this year and hit the gym, but instead i just killed a 4x4 from in n out 🤡🤡🤡",1,47,85
had a lunch date at nordstroms cafe with my ggf.,0,33,57
"The upstairs bartender @TVFHPhilly replied ""Just @Gansettbeer"" when asked if they had any English beers among the cans-only selection up here. 😬 (Just so you know what kind of establishment you're working tonite, @ginnyhogan_, but mad props for the sellout!)",0,80,2221
i got bullied into walking across the mall for my lunch LMFAO i wanted to drive now i have 10 min less cause of the walk 😞,0,63,1118
"I’m still in NYC for a few more days☺️ 

Email or text me for SERIOUS INQUIRIES on bookings, collabs, lunch/dinner dates, podcasts, photoshoots, etc. ❤️

📧: therealmsexquisite@gmail.com ✨
📲: 757-656-9918 ✨",16,9822,169556
"Did I make it to work? Yes, yes I did @ 10:00

Have I gotten any work done? No cause I’ve been browsing Marketplace for unnecessary shit &amp; have eaten my lunch 🙃 

Shoulda just stayed home 😤",6,259,1112
why does the abc diet not seem too bad...only i couldnt bcuz i have a food obsessed mom but a girl can only dream,3,43,297
kimchi being decently low calorie is so good for me,1,18,151
"You deserve comfort food, and hopefully an eventual better government.",0,1,18
"Me tell you a thing,  Treat Every Problem as Your Dog Would, If you can't eat it, walk away. I am on a seafood diet. I see food, and I eat it.",0,0,22
Getting my diet right plus consistency in the gym is bring that coveted “V” back. 👌🏾,4,1757,14022
Tired today. Just had lunch with the family. Very enjoyable!!,0,21,134
"going to make food for either lunch or dinner today I think and then have sushi on tuesday maybe, I have so little energy it’s awful",0,12,23
"#WritingCommunity I'm trying to eat my lunch in peace, birdies. Sorry if I'm a dainty eater and don't drop my food on the ground for you. Don't you dare pretend that you're not here looking for a meal. Here you go, I'm finished. Enjoy your free meal my lunchmates.",1,29,339
Would you rather drink a coffee or protein smoothie??,271,22436,7637
why do ppl have to bring their family drama everywhere im just trying to order my lunch in peace,1,50,221
Y’all my man finna bring me lunch when in reality I’m Finna feed him work cat 💀💀💀💀💀,0,82,197
"I’ve cooked breakfast, lunch, and dinner today. Ain’t good for shit else.",0,40,655
"Like to watch @SpielTheWine with Kevin J LoVullo on Saturday evenings, they critique western #NewYork wineries, breweries, distillers, eateries and lodging. All reachable from here. Tonight talking to @3ChordBourbon and a local distributor. Looking like a road trip in the future",0,50,304
"this is a lunch's menu, Stewed Bacon🥓, severed with Dumpling🥟  , then vegetable for today will recommend with  Leafy Green🥬",0,0,31
i need Mexican food and a faaatttt ass Dr Pepper.,1,62,818
I’m going to eat an entire appetizer of warm pretzels and provolone cheese fondue tonight. All to myself. 🤤,8,3603,44761
anyway it’s time to make a mushroom smoothie to heal from this emotional rollercoaster of a week!,2,148,482
"^Hemp seeds have a rich nutrition profile. They contain high levels of antioxidants, fatty acids, minerals, and vitamins.

The shells add fiber to the diet, and grinding the seeds helps the body to absorb more of the other nutrients.",0,1,1483
What food is a staple in your diet year round?,0,37,42
Is it lunch time yet?,0,1,9
"..I ate a (thawed) frozen organic dark cherry today.. 

To most that wouldn’t be a big deal..but to someone like me with #MCAS #hAt it’s a huge deal. The way it manifests in me is to cause serious and life threatening responses to day to day things including most foods../2",1,36,1170
I just stuffed my face with paella im a happy girl,53,10442,701168
"SA 182/7, 82 overs, hour till lunch",0,309,6163
Opened toktok to find cocktail recipes but i'm still stuck on healthy vegan recipe tok ahhhhh how do i teach tiktok on weekends we drink on weekdays we eat healthy......,0,81,402
Bouta get some Jamaican food and head home,0,83,145
Imagine wanting to date a filipino bc they have good cuisine (lumpia itself) then finding out they don't cook. Yeehawwww 🤠✌️ me,2,80,470
The Hispanic guy outside my farmers market is one of my fav people right now he always out there making elote’s and imma grab one everytime,0,50,118
The people have spoken I am@now getting a Brazilian thunder and a gingerbread smoothie,1,102,447
Had a lunch date with my friend☺️ so therapeutic ❤️,0,66,348
dry january is soooo much better with @AthleticBrewing,6,593,359
btw im going bad to omad instead of calorie limits bc i wake up after breakfast and lunch anyway so i only eat dinner and then i just drink crazy amounts of water until 4am when i go to sleep,1,125,653
"I used to talk to this one guy and we keep texting each other like once in a week or went out for lunch once or twice in a month. Today after few weeks not talking to each other, he texted me and said “I dah ada GF tau you.” I replied “Thank you for telling me”.",0,90,1015
The Greeks snapped when they decided to come up with the Greek salad and tabbouleh. S/O to them.,0,61,1679
"Shizuha: That's how I learned how to make a real jack-o-lantern. If you want, I can show you, Tsukasa.
Tsukasa: Really !? Awesome! I'll treat you to lunch next time if you would.",0,3,17
"Felipe really woke up and chose love today. Woke me up by ripping the pillow out from under my head and said I had to wake up now bc he was going to get groceries so he could cook me breakfast, lunch, &amp; dinner. 💗💕",2,206,466
Mille crepes seenak iduhhh,0,30,50
crazy Norfolk ain’t shut down none of dem breweries 😂,0,86,354
finally getting to have a kbbq date🫶🏼,0,95,665
tea &amp; fruit while marinating my chicken souvlaki for a greek salad is the tone i’m trying to set for 2023,3,56,95
It’s Saturday and I’m at grandmas house eating pizza &amp; baking cookies with my kids. I wanttttt my mannnnn 🙄,0,20,74
Dropped my WHOLE mango kale smoothie 😒,0,47,131
Chale if this waakye joint no come back moro I fit fall sick o ey,4,560,3444
"I really need to fix my schedules because with SF9’s comeback next week, my Bora trip, lunch &amp; dinner meetups, Minho’s fanmeet soon, and ofc work.. idk what to do",0,74,16
I swear 30 mins for lunch should b against the law,0,24,87
"I truly hate breweries so much, beer especially ipas are so vile what a waste of water",7,272,301
Having a beer on your lunch break is 🔑,4,226,83
"BREAKING: Longtime Rogue Valley landmark Jacksonville Inn is closing its dinner service after tonight. Lunch will still be available at their wine bar, however. 

The establishment changed ownership in 2021.

Medford Alert is working to gather additional information at this time.",35,5551,13337
"Borusa is in the kitchen once more, cleaning up from lunch for Alistair, Gunnar, and himself. He felt the most happy with his boys home and Gunnar down in his bed for a nap. Life was normal once more.",0,152,160
"really wanted pizza rolls but made myself a smoothie instead, i’m so healthy",1,19,34
"This Wed, you will make me 🍕 for lunch 😡",0,1,14
I want some Jamaican food,2,151,1263
The Mission Impossible movies are comfort food to me. Easily one of my favorite franchises.,0,30,210
I just some FiFi Mexican food! Like amazing. Wooowzers,0,121,297
I just asked someone to lunch. Making IRL friends as an adult is weird. Even when I had friends I never asked them to lunch.,1,37,418
Year Bentley was born it was child development. I went OD on making all his organic baby food and stimulating his brain with all these baby classes 🥴,0,61,212
i went to panera for lunch and there was a lady licking her bowl as i was walking out 💀💀 panera’s neeeever been THAT good! 😭,2,212,197
had a major bout of anxiety as I was working on my semester calendar and started freaking out thinking I was burning out or something. turns out I just needed to eat. I am positively fucking up a bowl of ramen rn,1,22,52
todays beverage of the day is lemon ginger kombucha (not disgusting this time),4,108,343
"Meat Fondue for dinner . .
Im so happy todayyyy, so much good food ! !",1,57,232
Anyone know how to cook Mexican food ?,2,367,131
"how become strawberries and bananas are the combo

like why cant it be banana and sumn else because asking for a strawberry banana smoothie WITHOUT strawberries is embarrassing and i always have to settle for the next best option, mango and pineapple",6,243,1672
Can’t wait to eat kimchi and kbbq tomorrow 🤤🤤🤤,1,35,255
