text,likes,impressions,followers,popularity,pop_level
Broke the LCD screen on my phone at the breweries last night so I just upgraded to the 14 pro lmfao. Phoneless for a week or so,1.0,95.0,236.0,0.8720496803016528,1
orange and maybe even grape soda give me such summer vibes idk how to explain it…like the flavor just reminds me of swimming and being out in the sun idk why these were the drinks of the outdoors to me 🤌🏼,3.0,108.0,149.0,1.8602791131611527,1
What’s for lunch?,1.0,695.0,1007.0,0.6655773206166495,1
Im confined to my job during my lunch break because there’s an angry man outside with a vendetta against me. Working on 16th ST is really something,2.0,361.0,233.0,1.3105256429509176,1
tb tb kepingin mille crepes nya bloomery 🥺,0.0,31.0,528.0,0.382056739121121,0
So @chrlttlzbthghs bought us tickets to a Bowie tribute act at Wylam Brewery for Christmas and I just cried twice lmao.,2.0,206.0,489.0,1.1624727255168739,1
Just got a lil shape up n sum Spanish food,0.0,118.0,1428.0,0.303131926515662,0
"My ex’s bm took me to lunch today, best thing to come out of that relationship was her 🥹",0.0,164.0,669.0,0.3647728456347875,0
Pound cake originally included a pound of all of its ingredients. Just a useless fact. THEY CAN’T BEAT US #SaveWarriorNun #WarriorNun,3.0,74.0,183.0,1.8085983891972088,1
ugh I was having such a good productive day and now I'm having super tummy discomfort (maybe because I ate eggs for breakfast AND lunch?? or ate too fast??) and I got my therapist appointment time wrong by an hour so I accidentally no-showed which is gonna cost me $100 arghhhhh,0.0,88.0,153.0,0.46340663551760497,0
He picked me up from work &amp; surprised me with my favorite smoothie 😮‍💨,1.0,18.0,16.0,1.2385204690035891,1
i wanna go on a crepe date 🥺,2.0,44.0,176.0,1.3638169264896485,1
it's cheaper to plant your own food and cook at home. if your really cheap eat instant ramen everyday. Or cereal and milk. Or just oatmeal. LMFAO. #cheap,0.0,11.0,87.0,0.49906137426221214,0
spicy salmon donburi im comingfor you,1.0,61.0,54.0,1.0604668747905766,1
The tv smoothie machine is so useless. Why do u still have to go out &amp; buy all the fruits to put in the machine. Why do you need to select them by hand to get the tv spreads you want. It literally just adds a step by making u go to your house to put the fruits in there,1.0,259.0,1887.0,0.5559284515856225,1
Gossip &amp; backbiting &amp; talebearing used to be done over the lunch table after church or the phone lines. Now? It’s so prominent &amp; constant through social media it’s not even noticed &amp; we’ve become so numb to it that we don’t see it as the sin it is. We need revival.,1.0,154.0,1652.0,0.5802595939978696,1
I think I've drank my weight in feijoa smoothie these last 2 weeks. It really is the quenchiest,1.0,59.0,148.0,0.9309850349756721,1
"Thought I wasn’t still under the weather, but wave came over today post lunch. Now I sleep rest of weekend.",0.0,121.0,662.0,0.365558806600354,0
Tomorrow i’m going on a lunch date with a 26 y/o and going to a mini golf date with a 40 y/o after. Slut era is back baby. We will whore around until my broken heart heals,0.0,77.0,244.0,0.43389206900010546,0
I need to draw Chalotte Smoothie sometime,0.0,170.0,1691.0,0.2880152979902281,0
"Moving forward, any 6 year old student who bring a weapon on campus will be required to serve a lunch detention.

Their parents will be expelled out of the country. 

Thank you.",1.0,17.0,20.0,1.2032625870524358,1
"The child emperor is sitting on a bench while sipping from a smoothie. 

His is nice. Well, until it starts raining.",1.0,127.0,78.0,1.0121567167246126,1
"avatar 2 was incredible visuals (as always) but overall terrible because didn't advance narrative in any meaningful capacity just carbon copy of 1st avatar

I'm almost 100% convinced Eywa is some sort of sentient organic AI who was programmed to seed the whole Pandora",1.0,154.0,887.0,0.6860413491329744,1
"Colin farrel has range, from gaming yank royalty w secondary school homework to your breakfast lunch n dinner right there",0.0,173.0,575.0,0.3759238987980909,0
"BRUH i’m so indecisive now; like plan was the abc diet, but we legit have nothing at home for me to make low cal meals or snacks besides a few carrots, so i either do omad or plan my meals ahead until mom goes grocery shopping",1.0,138.0,71.0,1.0243428719678433,1
Nothing says chill Saturday afternoon like @sscofff at @psuviksWBB eating lunch in a hoodie #BAONPDX #GOVIKS,6.0,649.0,36.0,3.906844323520676,2
"Going 4-0 into lunch undefeated, didn't drop a single game so far. Honestly feeling it and even if I don't perform the best in the end I'd be pretty content cuz I'll get to go to Sea World.",9.0,736.0,151.0,4.642327233738917,2
Favorite comfort food? Mine is baked Mac n cheese or poutine!,4.0,368.0,10395.0,0.5956597379699606,1
"#Hadith 
#ProphetMuhammad ( PBUH ) Said

 #Allah will be #pleased with His #slave who #praises Him (i.e., says #Alhamdulillah ) when he #eats and #praises Him when he #drinks . 

Riyad as-Salihin 140

#Islam
#Muslim
#Muslims 
#PraiseAllah",0.0,3.0,101.0,0.4895583930724576,0
"The recent promotion of jingyalov hats is Western globohomo propaganda to promote, through national and cultural appeal and sentiment, veganism and vegetarianism among Armenians, who are predominately a healthy people with good, clean, strong, meat-centric diets.",1.0,755.0,7511.0,0.2931518798047704,0
"So the Smokey Bones In the Boro short staffed noted ✍🏾 

If you starving or on your lunch break don’t bother fyi",0.0,43.0,216.0,0.44166532188551044,0
Lunch w my girl then I’m back home x inside for the rest of today. My safe haven.,0.0,91.0,1661.0,0.28963821424379316,0
"i tried making my own matcha latte from starbucks at home, i think i was MOSTLY successful, but it tastes a little different. i think it's cause i used almond milk and the use cow milk i presume",1.0,44.0,133.0,0.944404867598646,1
Konje nobody believes me that on Christmas Day I witnessed a guy direct rain to someone’s house so that we could have Christmas lunch in peace and that person sent it back,0.0,188.0,2560.0,0.24916691148625644,0
istg my mom went to pick up my meds and its 2:30 rn… LIKE MAAM WERE SUPPOSED TO BE HOME RN EATING LUNCH,0.0,17.0,97.0,0.4921235415714644,0
Starting diet again tomorrow: intermittent fasting + gluten free + less carbs and of course more excercising again. Let's see how much I can keep this up.,2.0,123.0,451.0,1.1794150990744052,1
eating salt and vinegar chips and drinking a kombucha feels like i’m giving my tongue a chemical peel,2.0,75.0,32.0,1.6995697736841135,1
I want some Thai food so bad,0.0,382.0,1473.0,0.30039334764177106,0
New goal: paint a mural in a brewery,25.0,1798.0,2630.0,6.410880390613314,2
Ga kenkey with fried egg as complement hit differently. Too much,2.0,170.0,4862.0,0.5607879647590007,1
My mom woke up before us to make breakfast before work and offered to make lunch for us 😭,2.0,153.0,1544.0,0.8886206913700215,1
"One week into dry January and I had a martini, 2 glasses of wine and a shot of limoncello at lunch",3.0,661.0,272.0,1.707599959619287,1
craving pepper lunch so baddddd,0.0,344.0,1107.0,0.3249663031784385,0
"I wanna take a second to hop onto the #OpenDnD bandwagon. As a DM with an entirely homebrew game world, this notion that WOTC has claim to anything people independently create to play the game we all love is antithetical. I hope the backlash changes the minds of those @Wizards.",5.0,173.0,307.0,2.5141201481524673,2
Like I really want to try caviar and French onion soup,0.0,153.0,1518.0,0.2977214998842516,0
I’m so excited to do lunch with my best friend tomorrow. Adulting is really living in the same town but hardly seeing each other,1.0,371.0,1495.0,0.5981579633819276,1
when i was in highschool i used to go to my spanish teachers’ room during lunch and read children’s books in spanish LMFAOAOA,0.0,48.0,928.0,0.3394095713896468,0
Craving soul food,0.0,58.0,373.0,0.40609822323143635,0
Just hit up @Whataburger for lunch 😮‍💨🤌🏼🤌🏼,2.0,111.0,7229.0,0.44995489573083747,0
"My mom just set im getting fat for having a tummy and that I need to diet. This definitely wont negatively effect my self image, not at all",1.0,31.0,69.0,1.0280666725748016,1
Mmm I got the taste for a frozen cocktail,0.0,119.0,795.0,0.3516241121351016,0
Ordered some Mexican food and they gave me six bags of tortilla chips with my one single meal😳 how sad did I sound on the phone ordering this?!😭😭,0.0,66.0,273.0,0.4266625615444083,0
"Just ordered and ate two meals from a brunch place. Breakfast and lunch bby, it’s EXTREME BRUNCHING out here",2.0,44.0,79.0,1.5157699765060029,1
Perks of thin floors - I heard the dog in the dinning room - INSTANTLY knew that the chicken thigh I barely picked at for lunch was being demolished. Confirmed when I yelled for her in the basement. She paused before coming down &amp; was smacking her lips the whole way 🙃🙃,0.0,48.0,117.0,0.48026525150820853,0
"Been a long irritating day. Only one thing can make this better, Mexican food 😭",0.0,165.0,1093.0,0.32602724208117473,0
lunch time,0.0,39.0,306.0,0.41923381023102246,0
"Tw // weight loss , diet

Ever since I started keto two years ago, my alcohol tolerance has disappeared. I had 3 glasses of wine and I’m struggling. 💀",1.0,78.0,753.0,0.7116255166126486,1
Chose the shrimp cocktail for my lunch and im not mad at all lol,0.0,119.0,590.0,0.37405148828005197,0
"My son ain’t shit. I told him I was sick, I ain’t feel like making no smoothie (after everything else he had me doing) … he gon say “idc bout you sick, i want make my smoothie now” 😑 im ready trade him in.",0.0,107.0,1831.0,0.28074329983173313,0
"Progresso split pea soup for lunch. Don't normally eat can soups but actually pretty good. Lots of pepper.
Of course it's almost triple in cost since Biden came in to office.",16.0,320.0,4766.0,3.2103656818139177,2
"I’ve declared this weekend a self care weekend. Good Wine, beauty rituals, hot baths, good music, comfy clothes, and comfort food all weekend 💜 

What a time to be alive.",0.0,47.0,536.0,0.3809825616019881,0
"I am my own wife.

(Cleaning the house, making a beautiful lunch, planning groceries, slapping my own ass)",8.0,346.0,149.0,4.185628004612593,2
sorry nothing beats the boys cast try brazilian food video!!!!! nate rating food from a-z not 1-10???? america’s jack quaid saying nut juice???? karl’s very specific multiple decimal scores???? antony and claudia giggling every other second??? karen’s trypophobia???? unmatched,34.0,921.0,7522.0,5.125618247149042,2
"if a tomato is a fruit, then ketchup is a smoothie, then I should have been allowed to drink as MANY packets AS I PLEASE at Wetherspoons without BEING JUDGED",6.0,379.0,1421.0,2.1249490471537604,2
"Narragansett Fest Lager(CAN)  (@gansettbeer)  is on, replacing Burial Enlightened Aren't We All (@burialbeer)",0.0,100.0,1715.0,0.2867339948961247,0
i dont think im about kombucha at all :V,1.0,176.0,2515.0,0.5017383475131443,1
thinking about how i grew up in the era of slimfast and weight watchers which felt straightforward and honest in their badness… now you’ve got influencers trying to “fix your gut health” and promoting detox/green powders— everyone is a pseudo health scientist,23.0,416.0,607.0,8.927396782590451,2
At lunch eating sushi but I’d rather a mouth fulla you 🥹,0.0,86.0,694.0,0.3620177840244677,0
If my olman off tomorrow we going to the farmers market and the thrift store,0.0,27.0,541.0,0.3803177654567429,0
this is Japanese lunch time rush,0.0,147.0,253.0,0.43156820430459225,0
He was gone buy me lunch today 😮‍💨 fucked that up 😎,0.0,41.0,197.0,0.4474979894301402,0
"Maybe my delve into Europe will make me eat better because I just had a burger (I’m back from Europe) and now I feel like trash, maybe because I’m tired, or maybe because it is because of the food. I’m just gonna say that nothing I ever ate in Greece made me feel this way",0.0,54.0,223.0,0.43963773010365087,0
"If you know your onions you would eat your suya...

Amazon KDP na suya oo..",2.0,24.0,73.0,1.531098035352019,1
"The gym is the fun part 
Nailing your diet is where the work lies.",0.0,109.0,343.0,0.4117031904930382,0
"eating lunch: 10min

chasing the last two peas around the plate: 20min",1.0,62.0,334.0,0.8269343755201561,1
such a disappointing lunch 😔,0.0,104.0,349.0,0.41054933432042306,0
What a great day! I had breakfast lunch and dinner by 2 o’clock today. I am so full. Everyone wanted to eat. I had coconut shrimp 🍤 and a peartini 🍸 with my neighbor instead of winetasting. I had lots of great laughs and conversations with friends but it is nice to be home. ✌️,60.0,601.0,8273.0,8.42545722228612,2
thai food for dinner? thai food for dinner…,24.0,2591.0,2285.0,6.500552881559171,2
Day 6 of my 10 day Green Smoothie detox.  🥤,0.0,108.0,1301.0,0.3112527198285733,0
I've been seeing a lot of Jamaican cuisine on the tl. We don't have many places that serve it around here . Smh !,0.0,35.0,276.0,0.42595494747677826,0
I need TikTok to learn that the only (THE ONLY) thing I wanna see after 9pm is cooking videos from Korean grandmas and ramen recipe taste tests.,5.0,279.0,1219.0,1.9010265922021856,1
"My friend group is extreme. Yesterday I had lunch w/ a 22 year old who didn't know what a pager was and asked if u talk into it like a walkie talkie. Today I have dinner with a 61 year old wearing a sweater from the 80's and said ""oh buckets"" cuz he didn't scan his blood sugar 😅",0.0,74.0,14659.0,0.09355864368635645,0
I was literally surprised when I got to the movie theater this weekend and the place was packed not even that long after lunch? I went to the theater to see Violent Night last week and the cinema I usually go to was practically dead there? Lmao,0.0,29.0,877.0,0.34392112217719173,0
"""Plants that make their own pesticide?"" Bt has been used by organic farmers for over 50 years.",7.0,427.0,5648.0,1.3814381192675984,1
I wanna drawww but i also need to eat lunch,4.0,246.0,1545.0,1.4807452910313204,1
Kinda just want almonds for lunch today,1.0,691.0,328.0,0.8293325654836666,1
Lunch Time🍽(2p🕑-2:30p🕝)... I'm eating Sandwich🥪 w/Fried Potatoes🥔 &amp; on Mini Meatballs Soup🍜. Yummy....  Coffee for Drink☕.....,0.0,5.0,2490.0,0.25182683025695807,0
I’m so proud of myself sticking to my diet and weight loss journey since last September.,4.0,149.0,409.0,1.9992949342222128,1
3-1 at lunch break and I’m exhausted 🤯🤯,11.0,355.0,214.0,5.3070714724139085,2
Is this lunch time or dinner time?,0.0,142.0,1971.0,0.273923519431064,0
I love seeing more breweries creating NA,4.0,157.0,307.0,2.0951001234603894,2
Getting Cuban for dinner 😌,3.0,444.0,504.0,1.5414418308586941,1
I need Waakye tomorrow I.A then I top up with fried yam and finish off with pizza 🥺,2.0,230.0,1037.0,0.9911414117088381,1
"beta lives off of water, Top Ramen, and cum. Goddess lives off of Filet, Lobster, and pure luxury.",1.0,353.0,6067.0,0.33197145945653334,0
I even filed away some tonkotsu ramen from kyuushuu while it was still fresh. Now I can eat here in morioh at any time.,0.0,2.0,215.0,0.4419599935219254,0
always craving kbbq,2.0,654.0,1319.0,0.9301928711280095,1
Nasi kecap telor dadar become my new comfort food 😆✨🍃🍒,0.0,80.0,337.0,0.41287465343341,0
"She Was Pretty

She spent half of her life plucking, waxing, moisturizing, dieting, exercising, brushing, applying makeup, tucking this, hiding that, buying this and buying that. Wore clothes that hung gracefully to her shape, accessories to add taste,",1.0,271.0,1919.0,0.55281452879603,1
I hate that my #weekends feel more like a 30 minute lunch break!,0.0,18.0,1025.0,0.33133713111152213,0
"Does anyone know why drinks prices in all the major supermarkets in Scotland are all currently the same price eg. Smirnoff 1L, Gordon's gin 1L, Morgan's spiced 1L - all priced at £22.50?",0.0,34.0,270.0,0.42737721798644684,0
"Just seen a bunch of very optimistic tourists wandering into a Grassmarket pub at quarter to 10 on a Saturday expecting food.
2 bags of Scottish salad are about all you'd get",2.0,429.0,1070.0,0.9833806696636613,1
Lol I see how I done got fat I eat cfa breakfast lunch and dinner😩,0.0,90.0,2193.0,0.2639137752816813,0
Girl not my old job that we came to for lunch getting me and @YayahTheArtist FUCKED up drunk before our appetizer 😵‍💫😵‍💫,10.0,518.0,705.0,3.969133092296707,2
I ultimately hate coffee and any drinks relate to it and also I hate its smell by the way.,0.0,77.0,114.0,0.4819027592339254,0
NOT THEM PLAYING CINEMA AT THIS SUSHI RESTAURANT,0.0,37.0,733.0,0.357871974680088,0
not me crying on my lunch because of a sad video,0.0,248.0,720.0,0.3592342265324582,0
Im on day 7 of being off the drink. Its been a hard week. Trouble sleeping and trying to keep to a healthy diet. Taking it a day at a time. #RecoveryPosse,315.0,5499.0,21.0,188.92439058555567,2
I need go stop baking cookies 🥲,0.0,93.0,492.0,0.38706058914049485,0
"Lunch with an old time friend all set, headed back to DTLA and then, Globe time! #BOLA2023",0.0,243.0,779.0,0.3531988940350311,0
I will raise an army of living lunch meat and conquer the world.,1.0,63.0,2075.0,0.5382387550597242,1
Really wanted to get in n out for lunch but this shit is overly fucking packed 🥹 fuck you Elk Grove you fucking hellhole,0.0,249.0,478.0,0.38908747386379244,0
When is @LewisCapaldi going to be on @firstwefeast Hot ones? @seanseaevans,0.0,62.0,119.0,0.47919750339342004,0
"my gf and i are trying to figure out what to eat. so far, burger (and friends) and burmese food are off the table",8.0,1031.0,3434.0,1.9861233210723324,1
"It’s crazy how in Soul Food, Maxine was talking about not wanting to ruin the 40 year tradition, and didn’t show up cuz she was mad with Terri 🤔🤔🤔",1.0,118.0,859.0,0.6911246115598326,1
Someone get Me late lunch so I can fuel up before going to the gym. hitting legs today 😈 this fat ass and thick thighs are all muscle,6.0,353.0,4285.0,1.3938517518838764,1
Follicular phase I start getting so into fruit. I should make you all a list of the 4 or 5 times I go to the farmers market each cycle and what I buy week to week. It’s subtle shifts but worth showing the pace of the changes,70.0,3150.0,8541.0,9.612297268692135,2
Kombucha got my stomach tingling !,0.0,52.0,619.0,0.3705367569578916,0
Eating a Egusi soup before a morning flight 🤝🏾 so i can sleep well,0.0,206.0,1910.0,0.2768429267917737,0
kbbq for breakfast,1.0,294.0,12786.0,0.20653280371582236,0
Is taking a break from Splatfest battles in one of the alleys and eating a bowl of spicy ramen.,1.0,56.0,110.0,0.9683140004905347,1
i was wondering why i was so hungry then i realized i forgot to eat lunch 😐,0.0,29.0,113.0,0.48245852922469706,0
more big feral dragon looking matcha is making me bark,12.0,539.0,4167.0,2.6238138675127742,2
Yo lester hayes just gave me an autographed menu while I was at lazy dog for lunch,0.0,60.0,140.0,0.46898112749787696,0
"What a productive day
Worked out, washed my hair (such a chore), made breakfast, got ready, went to 2 grocery stores one 30 min away, meal prepped 🤌🏻 it’s 4 and I’m just now eating lunch but it’s fiiiine lol",15.0,408.0,1375.0,4.90316435145499,2
Gotta make it from Scarsdale to Mount Vernon in a car that smells like Nepali food wish me luck,3.0,378.0,768.0,1.417185183501511,1
"White people call genuine criticism ""casual racism"" lmao casual racism is you asking your black coworker if they're eating fried chicken for lunch again Chad",1.0,82.0,1180.0,0.6391978142564122,1
Germany thinking of dropping the tax for fruit and veggies to make healthy food more affordable.,0.0,11.0,158.0,0.4613874216100709,0
I just made a smoothie with @Ciroc passion and sangria wine this shit is 🔥🔥🔥🔥,0.0,35.0,193.0,0.44879381518280476,0
diet pills r magic im ab to throw up at the thought of food rn,0.0,21.0,160.0,0.460597391867808,0
I don’t know if I’ve ever peeled a potato for a recipe. Why would you get rid of the part that has most of the nutrients and fiber??,1.0,64.0,291.0,0.8450343192506298,1
nvm no more abc diet im js gonna eat under 600 cals everyday ig idk,2.0,51.0,184.0,1.3554185301135213,1
The only way I can eat certain fruit is through a smoothie 😭,1.0,117.0,1166.0,0.6412152684432642,1
Pooda (Gujarati chickpea flour crepes) + fried apples on the menu tonight. Indolachian flavors!,26.0,1040.0,4460.0,5.271616811006935,2
"No stream today, want to do another day of recovery.
I will be back tomorrow though with a new stream schedule!

My ko-fi goal is still up because aftercare for any surgery, tooth extraction included, is real... &amp; being on a no-chew food diet ain't cute lol.

Thanks! &lt;3",50.0,4181.0,54077.0,1.6191346299399534,1
tell a Turkish person that the Turkish food is great but not the best of the planet and you will see wars that even the Roman Empire would be scared of,4.0,97.0,339.0,2.0624108518353936,2
fellow sadists: kombucha and gin go together,5.0,378.0,1571.0,1.7679350098344848,1
"stolen from mutual 
OOC facts!

Prns: he/him
Height: 5’9 / 175cm
Weight: nunya
Shoe size: 11 (US)
Zodiac: leo
Smoke: no
Tattoos: 4
Piercings: none
Fav color: black
Fav drink: diet coke",0.0,59.0,315.0,0.4173314957176616,0
Made my girls some sopita for lunch.,1.0,54.0,452.0,0.7859696184556452,1
"My dad doesn’t always tell me he loves me but when I want a sandwich from the place in North Beach he drives to SF and buys the meat so I can have lunch at work, and when I’m sick and sad because I’ve moved out he makes me soup and brings it over. He’s not perfect but I love him",15.0,354.0,167.0,7.326510670345054,2
Sending my white friends TikTok's about Mexico and authentic Mexican food (Mexico 🇲🇽 is number one),4.0,198.0,102.0,2.4446691212435625,2
"Yummo! Lunch has now got that ""food cooking"" smell happening!",21.0,494.0,9824.0,2.7212356804454774,2
"The more fat in your diet the less likely your body can tolerate bread and gluten.

As the fat goes under 30% of total daily calories it frees up your body's ability to use the bread.

Less ""gluten sensitivity"" as a result.",1.0,107.0,86.0,0.9996030460765905,1
Finally found pounded yam and egusi in Toronto God Is good 🙏🏾,1.0,89.0,31.0,1.137627584565369,1
"My mums birthday lunch starts soon and I’m incredibly hungover right now 🤣
SUVA BABYYYYY",17.0,274.0,371.0,7.316273267470142,2
"So my sister says, ‘my side salad, can it be a Greek salad please’, the lady said, ‘no’ she said ‘why not? Which salad is it’ then the lady pointed directly at a picture of Greek salad😭 Sonia says ‘that is a Greek salad’ 😭😭 woe betide hospitality training 😭😭",1.0,444.0,737.0,0.7149132737401521,1
"A healthy lifestyle involves a healthy and balanced diet, it’s not always about food you know?",1.0,98.0,306.0,0.8384676204620449,1
My sister just sent me a snap of her cooking 2.5lbs of onions to make some trendy French Onion ramen recipe.,6.0,459.0,3889.0,1.4598386994275143,1
bf talking about lentil &amp; grape smoothie while listening to Faneto by chief keef,1.0,77.0,11.0,1.3006734718023913,1
"""I have maintained my body weight, it is 82-83 for the last five years. I have a very strict diet and I have controlled my fat percentage too,"" Haris Rauf.",886.0,33589.0,52807.0,28.7690398461569,2
burgers are the best comfort food hands down,2.0,182.0,226.0,1.3163607661987409,1
"Day 2 of #carnivorediet and I forgot to eat breakfast. 

Lunch was steak.",0.0,62.0,267.0,0.4280990805206639,0
"I found tzatziki while I was grocery shopping &amp; was so happy to find out it’s not that many calories 
I now have my snacks ready for the rest of the week",0.0,92.0,552.0,0.3788724875251387,0
I get so much anxiety when people don’t know how to drive in a freaking parking lot i almost left when im just trying to get a smoothie lol,0.0,70.0,167.0,0.4579069168965659,0
Hold me to this: I am never eating spicy instant ramen right before going to bed ever again.,11.0,360.0,1006.0,3.9944387173965423,2
At lunch and I ain’t got no appetite.😭 I just want a tea and my bed,0.0,105.0,240.0,0.43495026121028024,0
Breweries &gt; coworking spaces,4.0,508.0,4296.0,0.9943653683134861,1
just found out the charged lemonade from panera is about 4 cups of coffee meaning i was drinking around 12 cups of coffee in the span of an hour on my lunch breaks over the summer and that’s why i would see ghosts,1.0,77.0,26.0,1.1634193109405426,1
Need to find somewhere in London to eat good amala omg,1.0,175.0,799.0,0.7024685851533345,1
pupusas sound like the move for lunchy lunch,0.0,24.0,314.0,0.4175404838189659,0
"Some of u will just come to someone’s Dm and first thing u will say is “I will like to take u out for dinner, I will like to take u out for lunch” lai se eni ti ko jeun ri, mtchew. U won’t even try to engage in normal conversation first, Oga o.",2.0,278.0,2981.0,0.7033623196716825,1
Made a sandwich and a smoothie. Off to a good start I think,0.0,124.0,667.0,0.3649967403163038,0
thinking back to when i was in england and my host family gave me a pizza with corn on it and fries on the side to eat (and they gave me salt and vinegar crisps for lunch aka the worst crisps),2.0,321.0,2910.0,0.7103804714188814,1
"Happy #weekend! It’s almost Bloody Mary time…but first, Christmas is getting put away. I’ve had enough! #home #cocktails #cocktail #bloodymary #alcohol #drink #drinks #drinking #saturday #january",0.0,24.0,401.0,0.4012041359093432,0
I can safely say Mexican food in Dallas Fort Worth &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; Anywhere in West Texas.,0.0,63.0,535.0,0.3811161217010297,0
Pager's buzzing. Lunch over.,0.0,35.0,86.0,0.4998015230382952,0
"just paid $9 for a smoothie, it's time to tap in with the scammers fr i can't take this no more",1.0,132.0,670.0,0.729322192964514,1
farmers market &amp; spurs game for a cute saturday dt😮‍💨,2.0,224.0,663.0,1.096338376811463,1
"edtwt moots, i quit caffeine all of a sudden. i built up such a dependency, i was having like 3 energy drinks and 2 cups of coffee nearly every day and it started to mess me up.",2.0,201.0,625.0,1.109478013223711,1
mango pineapple smoothie from mc donalds is a must have for me!,1.0,34.0,86.0,0.9996030460765905,1
My own lazy margarita recipe is just as good as the regular one I found and use. Love that for me. 👌🏾,1.0,219.0,2788.0,0.4818833725958937,0
"sometimes i wonder what raw meat tastes like
it probably wouldn't be healthy to try it, but imagine pulling out a whole raw chicken for lunch at school or work, that sounds pretty cool to me",4.0,149.0,50.0,2.677068282434063,2
Okay but those people at my lunch table who pretend to be disordered for attention??? No one cares that you're just having a grapes,1.0,119.0,735.0,0.7153281681830794,1
"West Edmonton Mall: For Lunch.

Nom Nom!

#Blessed 🥰",4.0,211.0,6450.0,0.8016420803590353,1
Democracy is two wolves and a lamb voting on what to have for lunch. Liberty is a well-armed lamb contesting the vote. B Franklin,2.0,190.0,93808.0,0.05735079877339567,0
I love yakisoba bun,0.0,9.0,144.0,0.46721252313551714,0
"having a 15 year old is hard bc how do you correctly parent a teenager? you don’t. 

i took her shopping today, to her favorite lunch, and now she’s passed out in front of her laptop and i can’t be mad. 

she’s trying. but she is such a shit head. i love her to death.",1.0,10.0,30.0,1.14238230659718,1
3-1 going into lunch. Faced @MunkeyVGC in round 4. Was probably my favorite set so far,3.0,201.0,245.0,1.7345200612621856,1
diet coke kills me bc it makes me so bloated and i feel so fat drinking soda even if 0 cal,3.0,82.0,557.0,1.5128928122277394,1
"I am not made for fancy food. Comfort food in quantities, please",0.0,32.0,195.0,0.44814272724629217,0
"On rainy days before they debuted, Hoya &amp; Sunggyu used to eat their lunch under the small jungle gym in the playground, &amp; one time, a kid walked past, pointed at them and called them “beggars”",0.0,16.0,121.0,0.4781480887396705,0
having a really shit day and then the tropical smoothie person calls me out for my empty trop bags,0.0,328.0,1134.0,0.32294957354072984,0
Whoever thought Birria and ramen noodles go together y’all need to go to hell cause wtf,49.0,6228.0,8040.0,7.029883766669715,2
I'm gonna miss Mexican food sm,3.0,124.0,116.0,1.9232248536370327,1
I would like to know of any good Halal Thai food places in London. The one place I know is a food truck that’s there once a week,1.0,479.0,905.0,0.6828392453906328,1
Basically let my little sister eat chocolate for lunch. Nailing it,2.0,20.0,22.0,1.782887893092905,1
Talking to a friend I haven't seen in about a year.  We're gonna catch up for lunch soon.,6.0,195.0,439.0,2.765023930984821,2
Time for lunch,0.0,9.0,150.0,0.4646498603416944,0
just had the worst Mexican food of my life,0.0,34.0,111.0,0.4835855484976622,0
"JuSt GoT mYsElF a BbQ sAuCe PaCkEt, PeAnUt M&amp;mS, aNd 2 KapRiSunS
bEsT lUnCh EvEr",0.0,20.0,263.0,0.42907306732120903,0
"So many chefs on IG.  Lunch doesn’t have to be boring.  

So I’m quitting my job to do that.",0.0,12.0,203.0,0.4456005370659092,0
Vietnam has top tier street food,1.0,130.0,391.0,0.8058355507927019,1
In downtown having some late lunch and it’s bringing memories of TwitchCon lol,9.0,1314.0,1162.0,3.208975919677526,2
"The Peddler Lord of the Bling  is on, replacing New Belgium Accumulation (@newbelgium)",0.0,19.0,160.0,0.460597391867808,0
"ive woken up at 5pm again &gt;:( 
oh well. i'll order a smoothie now",9.0,491.0,951.0,3.3743799353258463,2
"At grocery store deli counter on a SATURDAY:

Lady 1: wow, that’s a lot of turkey.

Me: Makes family lunches for a week.

Lady 1: Peanut butter. Works for my family.

Me: …

Lady 1: Cheaper too.

Lady 2: Oh, I gave up eating ANY lunch meat years ago.

Lady 1: Same.

Me: ?!?!?!",0.0,207.0,378.0,0.40520189591802463,0
I'm not dieting. I just might go buy stake and a pie or cake I really don't give a flying f. My body auto conditions into wanting to detox from crappy food so I can start working out and just let nature take over. lol. Then I don't quit dieting bc I never did it to begin with.,1.0,7.0,410.0,0.7993848064231481,1
"Invest in your home and I promise you’ll be okay with never leaving it. I have everything I need in my sanctuary. Comfort, food, drinks, love, luxury and peace😊",237.0,15089.0,6266.0,38.79273893357058,2
i hate all zero sugar/diet sodas like this is WATER,0.0,51.0,237.0,0.4357546275116953,0
"What should I get for dinner because I can’t fucking decide 💀

McDonald’s, Mexican food, or Chinese food?",4.0,208.0,376.0,2.027796035516248,2
"Y’all call out of work and come back with box braids. 
I go on lunch and come back with a dark ceasar 
We are not the same",2.0,104.0,469.0,1.171249018193402,1
Hey. You might as well... just have lunch with us then. -Jinyeong (Bomi's Flower),0.0,85.0,1053.0,0.3291182922157023,0
i question if vietnamese food is healthy or not,1.0,26.0,246.0,0.8667378846614513,1
"Working hard this past week, 8hrs OT today, went to the gym with my boy and treating ourselves with some Mexican food man. Living life",7.0,492.0,2127.0,2.134356336033274,2
