text,likes,impressions,followers,like_pop,like_pop_level,impr_pop,impr_pop_level
"You can lose weight from working out more. People love to say it’s a myth but its not. Just ask any endurance athletes lol

Now is it very inefficient? Yes. Dieting is the way to go. But it’s still possible and honestly not that uncommon",11.0,2238.0,9265.0,1.8236823922702756,1,3.4160272007047436,2
"I haven’t had longhorn in a while, I might take myself there for lunch one day this month.",0.0,31.0,713.0,0.36853356437360874,0,0.20944118506187073,0
Fuck where can i steam red dwarf? i need to fall asleep to some mental comfort food tonight,3.0,127.0,453.0,1.5911685567135576,1,0.9769011645438453,1
that lemon pepper with chicken ramen noodles and some coca cola is something crucial boy,1.0,63.0,125.0,0.9493971876847476,1,0.7010486868372288,1
I’m sick and tired of people not appreciating the magic that is baking soda. Have a stain? Baking soda. Have a pimple? Baking soda. Making cookies? Baking soda. Accidentally caused a small kitchen fire making cookies? BAKING SODA!,27.0,302.0,972.0,9.717842075982231,2,1.7614405244248053,1
listening to sector 17 otw to family lunch hhh and i miss svt so much :(,1.0,21.0,30.0,1.1344132358701957,1,0.3550541885126494,0
"i'm trying to eat healthier but one of the main reasons i'm staying where i'm staying is that there are always at least 3 street food venders outside of where I live. so uh, shits been difficult.",0.0,68.0,627.0,0.37705543857834106,0,0.4727323130373191,0
"okay so my best friend from high school is lebanese right? and has dual citizenship in the us and lebanon 

she used to tell me that people made fun of her accent and her lunch in middle school and it made me really upset but she’d never tell me who it was “cuz you know them”",0.0,365.0,4811.0,0.2120875685596371,0,0.9028117166151175,1
Hainanese chicken rice sa maxwell food center pls. 😩,0.0,148.0,977.0,0.3466982707263809,0,0.8643951528948572,1
Willow would eat harry potters entire lunch,0.0,71.0,467.0,0.39589328532882806,0,0.5442100998982056,1
"Chinese food in Puerto Rico is amazing.
NO, YOU DO NOT UNDERSTAND.

In comparison to NYC’s offering? 😭

And the Chinese people be speaking Spanish just like locals, it’s a kiii!!!

Google “comida china en Puerto Rico.”",3.0,114.0,80.0,2.0075052060894207,2,1.4155033887658501,1
Hello everyone!! Eat your lunch na! Mahal na mahal ko kayo ♥️ Don't forget to drink water!!,4.0,286.0,551.0,1.9271341975595389,1,2.0550323011410883,2
Day 134 of tweeting at @FaZeRug till I have lunch with him,4.0,61.0,149.0,2.3212312599693785,2,0.6485919111724806,1
the things i would do for low calorie basil pesto,3.0,173.0,151.0,1.8538252587332935,1,1.8138637635495212,1
havin KBBQ envy tonight,0.0,30.0,220.0,0.44125304506577767,0,0.2921905137890944,0
baking cookies. hi Saturday night 🙋🏼‍♀️,0.0,12.0,1046.0,0.3417702508703034,0,0.07334219329236243,0
mommy bought me diet/zero sugar drinks like i asked hehehehe,1.0,35.0,178.0,0.9074756553373985,1,0.35927787026657504,0
The only time I’ve ever eaten cheese fondue was with my gay friend. Should I tell my girlfriend/therapist? #help,1.0,19.0,8.0,1.3478070473127168,1,0.5075300128719377,1
"I need unbiased opinions. If all the Caribbean countries came together to have a cook off of the best meals in their respective countries , who would win?",0.0,92.0,195.0,0.44836201788357977,0,0.9057237591992156,1
We still let TEs eat our fucking lunch,0.0,9.0,154.0,0.4622915523557417,0,0.10370601166068304,0
"dekhiye bhaisaab just because the gym is closed on sunday doesn't mean you have to cheat on your diet, thoda khud pe kabu rakhiye",10.0,850.0,4231.0,2.4648581700246823,2,2.2870515845173474,2
This mf kare kare I just made is chefs kiss,3.0,223.0,338.0,1.6628519646811872,1,1.8695590022992348,1
"i ate 4 slices of pizza (about 450) but then too many crisps and ginger nuts :((
gonna estimate 1k total. plus sarma for lunch. idk i did burn some cals but i just ate way too much",2.0,162.0,1449.0,0.951481923915838,1,0.7971490803624431,1
"I’m going come out of this looking sick. And not sick like dope, sick like ill. I can’t eat and when I do it’s a smoothie. I’m already dreaming of my meal tomorrow. Kiwi and kale…😋",1.0,29.0,205.0,0.8908309321395323,1,0.28824987468619984,0
3 shots be having me madd giggly now. Calorie deficit diet showing heavy.,0.0,122.0,3182.0,0.2503183748398104,0,0.39556238863434834,0
i ate a bento box yama-san prepared for me.,1.0,9.0,183.0,0.904209361377092,1,0.09906369232515143,0
"What’s your favorite kind of food? Mine is Mexican food. Queso is life, I love tacos, burritos, quesadillas etc. and especially breakfast tacos 🤤.",2.0,261.0,101.0,1.4626413439312655,1,3.0340523660524745,2
im baking cupcakes 2nite what should I make,4.0,163.0,34.0,2.7915361701488055,2,2.551559875833533,2
"I like to try different italian style foods, but I still think greek food is better",1.0,36.0,188.0,0.9010321064446097,1,0.3638990439248732,0
Tonkatsu teppan curry is exactlyyyyy what I needed tonight,0.0,43.0,370.0,0.41023732824653236,0,0.3574663881140624,0
32. “One key to success is to have lunch at the time of day most people have breakfast.” – Robert Brault,0.0,13.0,373.0,0.40974616518967416,0,0.1134627744785609,0
"Cut 5 pounds this week, just by changing my diet 😄",5.0,243.0,1254.0,1.9697991675460296,1,1.2739437411895365,1
"Bitches wake up thinking about niggas, go to every hood in their best outfits still! And that’s immature. I wanna take trips, do brunch, have lunch together. Buy houses and reach goals together.",0.0,25.0,84.0,0.4988484864046875,0,0.31595303994207596,0
The food trucks are so cute 😭,1.0,59.0,723.0,0.7351951952602668,1,0.39071688605669264,0
"Pad Thai was a dish I just could not get right, so much so I simply gave up on it a while ago. Recently I decided to give to another try and it’s coming together nicely. I made it tonight, everything went smoothly made the sauce from tamarind paste and everything",6.0,147.0,663.0,2.6136536941495785,2,0.994270268614287,1
Strawberries fresh from the farmers market &amp; some hot tea :),0.0,33.0,326.0,0.4178888338858521,0,0.2868029885003273,0
11:11 @hydroreigns eat a lot of lunch soon baby i love you 🥺♥️,1.0,32.0,19.0,1.202736628292055,1,0.6134075680752334,1
it would be so sick if kids fought their M3gans like beyblades at middle school lunch,1.0,204.0,705.0,0.7385799671065858,1,1.3472305866868328,1
"They were right, your mental health does improve when you start working out regularly, take fast food out of your diet, start reading your Bible, start reading for fun, take your vitamins, and drink lots of water 😩",15.0,645.0,1076.0,5.435298799458766,2,3.60194656318602,2
"cool minecraft idea: when in a desert you can find an oasis where you can get rare flowers, and materials that only spawn there. ( kinda like lunch caves?)",8.0,854.0,1887.0,2.6626882507644494,2,3.677169401182435,2
is it “diet culture” or is it eating healthy? 🙂,158.0,2415.0,653.0,59.52699459815349,2,16.318299260292786,2
One of my projects for 2023 is baking a cake. But not a normal one. A two tier cake designed cake. Like on some cake boss type shit. I’m so excited 😭,0.0,49.0,107.0,0.4840480552535159,0,0.5703681416220334,1
"LUNCH TIME Jan 8, 2023 :D",0.0,4.0,472.0,0.3952270194490393,0,0.03766378899056352,0
ramen lunch lg ah.. off we go,1.0,36.0,7.0,1.3719943554174967,1,0.9915017969994476,1
"Idc how old I get or how healthy my diet is, I will ALWAYS eat Nachos lunchables",0.0,37.0,114.0,0.48022468697849174,0,0.4263754691475387,0
"Relevant Weight Loss Methods
There are a few key strategies that can be effective for weight loss in older adults:
Eat a healthy diet: Focus on whole, unprocessed foods and try to limit your intake of added sugars and unhealthy fats.",0.0,14.0,227.0,0.43940541565161356,0,0.14017471981104093,0
"It is the happiness that the bee drinks from the flower , on which the bird feeds in its fruit . It is the happiness that the summer brings . Lucretia Peabody Hale, Seven Stormy Sundays",0.0,1.0,144.0,0.4662704347361369,0,0.021110909132018733,0
"It is the happiness that the bee drinks from the flower , on which the bird feeds in its fruit . It is the happiness that the summer brings . Lucretia Peabody Hale, Seven Stormy Sundays",0.0,0.0,130.0,0.47235581645099883,0,0.010842175403871418,0
"Intake 

46g fried egg -92
64g spam - 205
90g raisin bagel  - 241
8fl oz orange juice - 110
 Lunch : 648 cals 
91g rice 118
61g corn beef 153
38g nature valley- 150
 Dinner total - 1069",0.0,28.0,105.0,0.48519023464242267,0,0.33244525954597515,0
Everybody wants Thai Food today or what?! The spot I usually go to said 2 1/2 hours for takeout!!!!! I had to have sis repeat it couple of times cuz whatttt😭😭😭,2.0,186.0,427.0,1.2043739321603675,1,1.4539658802609416,1
"""You have the soul of a lunch lady, Tea."" - my girlfriend, tonight at dinner.",1.0,58.0,257.0,0.8641367854402194,1,0.5327132426432014,1
I’m doing dry January every day. No exceptions. No matter what. And at night I’m doing drunk January. And Sundays I’ll have a few mimosas. And I’ll drink during college football. And NFL games. And I’ll have a beer at lunch. And I’ll do a little baileys in the coffee on Mondays,35.0,1736.0,1745.0,10.882566164583862,2,7.769942810987519,2
Reigning in my sweet tooth is hard Af. But according to @theBKbelle there’s no such things as dessert after breakfast and lunch.,0.0,211.0,4777.0,0.21275059656143122,0,0.5254608863134428,1
my ass been sleep all day. since my lunch break 😭😂fuckkkkk. idk why i’m so damn tired😩 gotta be the smokeeee,0.0,117.0,3020.0,0.2550459892537576,0,0.391552621512054,0
"“George Santos was like a high schooler without a lunch table. At one point he was sitting with Matt Gaetz and Marjorie Taylor Greene. Somehow I wonder if it would’ve better to sit alone”. - 
#Ayman",13.0,318.0,14518.0,1.607551376441827,1,0.337659312478868,0
"Well I made salmon, baby red potatoes and garlic green beans for dinner but date didn't show. So I have lunch for work Monday. 🤣",0.0,14.0,227.0,0.43940541565161356,0,0.14017471981104093,0
Studied a bit now I’m out at a brewery…balance,1.0,57.0,197.0,0.8955216307320844,1,0.5633092435969849,1
I need them smoothie king recipes.,0.0,49.0,558.0,0.3846169524092346,0,0.3565058603691325,0
Fuck @MyFitnessPal for taking away barcode scanning on the non-premium version. I hope they go bankrupt.,2.0,98.0,429.0,1.2035075138041667,1,0.7686244801464538,1
I lost my German noodles. I have poor spaetzle awareness.,7.0,329.0,316.0,3.358072253843124,2,2.8090964767697737,2
Foster the People is EDM for kids who ate lunch with the teacher,0.0,699.0,15838.0,0.1082464254713735,0,0.6883061743465345,1
i’m craving a crepe,0.0,68.0,205.0,0.4454154660697662,0,0.6629747117782596,1
i’m destroying this kbbq rn …,2.0,227.0,1266.0,0.9827312044431402,1,1.1854079363701893,1
Binge watching the way people cook street food in the middle east and asia.,8.0,205.0,3253.0,2.234811833821551,2,0.6536854643760233,1
Why is Wanda’s grown ass even on Live? That’s what we need to discuss. Bish got like half a dozen grandkids and a food truck business that needs attention.  #LAMH,3.0,174.0,1534.0,1.2506650499925276,1,0.8332581680069526,1
in my lunch omad era again,2.0,35.0,434.0,1.2013568295782875,1,0.2784883576946112,0
Aki-nee made me a great bento for lunch~,0.0,9.0,747.0,0.3653930117490889,0,0.0643443333709194,0
the k in kbbq is for ketamine,18.0,925.0,3119.0,4.790497010492528,2,3.014051777319326,2
"10 habit destroy the life

1. Smoking
2. Drinking alcohol
3. Drug abuse
4. Gambling
5. Procrastination
6. Poor diet
7. Lack of exercise
8. Poor sleep habits
9. Neglecting personal hygiene
10. Neglecting relationships",0.0,12.0,382.0,0.4082936421003889,0,0.10460094899499055,0
Trader Joe’s Tzatziki Creamy Garlic Cucumber Dip is so good with some pita chips but my gf &amp; I refuse to shop there regularly because why are all the customers in there insane and so rude/have NO manners. Not a single “excuse me”,6.0,260.0,798.0,2.5262312031092575,2,1.638549170713824,1
Ain't no magic tool to fix this...literally obsessed w savory Japanese food,1.0,74.0,257.0,0.8641367854402194,1,0.6771778508176289,1
can’t believe they played deja vu by ateez at this kbbq I ALMOST CHOKED,5.0,206.0,6759.0,1.0825622923338702,1,0.4014123134704094,0
"Met up with my brother in-law at a farmers market, talked about family, crypto, startups, and global economics while drinking some locally crafted nitro cold brew. A truly fulfilling part of my Saturday. I need more of this in my life, I think most people do.",1.0,33.0,89.0,0.9905614846779894,1,0.4069583271382169,0
lunch time,0.0,2.0,104.0,0.4857701988905112,0,0.03447682373153288,0
"Dispo run turns into a Brewery run, turns into a BBQ food truck run.",3.0,308.0,2423.0,1.0983231389358585,1,1.163568486754356,1
Why does it seem like everyones 2nd string QB at the very least gives them a chance to win… but the dolphins backups play like they had oxy’s for lunch,1.0,197.0,778.0,0.7252557051853088,1,1.254934272093315,1
I’ve planned the timing of today to perfection somehow. I’m about to take S to the botanical gardens for an hour because we used to have lunch there every day when I would visit &amp; he was working. I’d spend days laying there waiting for him to visit me. It was super lovely 🥰,2.0,166.0,2866.0,0.7792442192567542,1,0.5715140389677008,1
i hate a bitch who go to mcdonalds just to get a large dr pepper or diet coke like what order is that get some food,1.0,47.0,3.0,1.5331422598199498,1,1.9106688087155093,1
adds a little crunch to the smoothie,0.0,64.0,457.0,0.3972444891548018,0,0.4947007594625772,0
"My partner just came walking into the living room cradling her weighted blanket and said “I’m just still very upset about the loud hand dryer at the brewery”

We left the brewery over 3 hours ago. 
Tell me you live in a neurodivergent household without telling me…",23.0,257.0,999.0,8.28236151407252,2,1.4832831378199265,1
did anyone else have a dry ramen noodle era for lunch at school or was that just mine,0.0,19.0,688.0,0.3709206760630339,0,0.13259821692392462,0
It's nice to eat lunch outside when the weather is pleasant. Sitting on a bench while enjoying the breeze... I wonder what kind of tea would best fit the atmosphere...,0.0,24.0,381.0,0.4084535116652994,0,0.20131568384032233,0
So wait Teri was supposed to be the villain in Soul Food???? Cuz that’s not adding up.,0.0,41.0,86.0,0.49739393499735607,0,0.5072470962805823,1
My toxic trait is craving chicken maruchan right before bed,2.0,50.0,51.0,1.5920776492032964,1,0.708054427848824,1
"In 2023 we give absolutely zero fucks. When old fuckers stare at my husband and I with our infant out in public, I say, very audibly “why are they staring?” and this old man in the crepe place we were in IMMEDIATELY turned the other way when I said that lmao.",1.0,69.0,342.0,0.8300068016446244,1,0.5822102214141495,1
Joe's retired their moussaka and I have rarely felt so betrayed by this shithole town,4.0,136.0,1275.0,1.6351921921667054,1,0.7100522265511706,1
I’m craving Mexican food,0.0,73.0,783.0,0.3621901288361473,0,0.4678931997168183,0
Be me watching The Menu while eating the cheapest 2 packs of ramen hoping I don't get killed by the chef for my lack of taste 😅😬,1.0,65.0,178.0,0.9074756553373985,1,0.6586760954887209,1
i could eat chic-fil-a ice for breakfast lunch and dinner,2.0,272.0,2049.0,0.866882396951845,1,1.1252110437021272,1
"amiris jeans for breakfast, seafood boil for lunch, hairbytae for dinner and hookah for dessert 😋",0.0,12.0,178.0,0.45373782766869925,0,0.12973923092959655,0
"I love Japanese Curry so much. If only I weren't on keto, I would eat it everyday and never get tired. But unfortunately, I haven't found a recipe yet that doesn't require a lot of carbs. But I love the golden curry boxed curry block!!! Huhuhuhu",2.0,209.0,1522.0,0.9398665725164503,1,1.0036315002386278,1
"Sat at a lunch table today with 8 people, not all known to each other. 

6 of us are mRNA resistors/""untainted.""

A couple who sat on the far end of our table were clearly eavesdropping on our conversation about sudden deaths we personally encountered.

1/2",18.0,404.0,1283.0,6.204680212790014,2,2.0932358730348737,2
We really traded KP for smoothie man and shit can. I can’t believe this. Then bullock over here pulling a Tony Snell most games. It’s a miracle that Javale doing his job out there,0.0,258.0,1964.0,0.29252134008102804,0,1.0912909768329424,1
"NO ONE WANTS TO GO EAT KBBQ WITH ME I HATE EVERYONE IDC IF YOU HAVE WORK, HAVE COVID, OR YOURE BROKE RAAAAAHHHHHH",17.0,2436.0,5635.0,3.5516020511077664,2,5.388078636943108,2
"dating tip for men: don’t ask “do you want me to buy you lunch?” instead, do one of the following:

1. just do it (surprise her)
2. say “i want to buy you lunch. what do you feel like eating?”",38.0,2499.0,28149.0,2.7614928878293443,2,1.4821465767045023,1
"Lunch time！
January 08, 2023 at 12:01PM",0.0,34.0,157.0,0.46115006478204384,0,0.3611279674117835,0
"Sorry to hear of Curt Hetler's passing (6 days ago) today at the South Bend Farmer's Market from his brother, Mark. RIP. He was a lovely man.",1.0,155.0,779.0,0.7250802578315598,1,0.9882615012149326,1
Thinking about making it a real soul food Sunday. 😋,1.0,19.0,95.0,0.9825602513224951,1,0.23533918604432882,0
Should’ve just had something easier to eat for lunch,0.0,40.0,136.0,0.4696672406950969,0,0.43931060691720875,0
"tw ed// BRO AS SOON AS I GO ON A DIET MY FYP IS FULL OF ED PPL??? its all abt calorie counting and binge eating, restricting yourself, this workout and that workout and ppl being unhealthily obsessed with their looks😭 I hate it here GET ME OUT I will NOT go down that road",1.0,126.0,550.0,0.7710864802147219,1,0.9099230881806221,1
"""Lunch time. Will also be hungry?Jeff Joker Moreau?"" #BOT",0.0,2.0,245.0,0.43489836612272803,0,0.027450556733307253,0
"My favorite beer of all time disappeared from my town for 9 months. I was so sad. Today we were reunited. Thank you, @Redhook_Brewery",0.0,32.0,236.0,0.4371101040969738,0,0.30510121735654766,0
ljoeljoe1123 Good day oppa.. don't skip your lunch.. hwaiting,0.0,3.0,138.0,0.4687987490778526,0,0.042695932591086325,0
"My biggest flex is being the snack/food house. People come over and know they’ll be fed. They leave they kids here bc they know they’ll have breakfast, lunch, dinner and any snack they want in between 😊",0.0,45.0,112.0,0.48129068530635966,0,0.5185266654888786,1
"I want to go sk and attend the mini fanmeet 😭😭😭
The food trucks are too cute and the sml gifts *sniffs* I wanna experience that 😔",5.0,114.0,924.0,2.104027600072922,2,0.6822039498485385,1
josh and donna fighting over how spicy to get the thai food and its just the sensitive system argument all over again,20.0,1605.0,538.0,8.126035736506646,2,11.591608670142644,2
Me n my baby baking a cake 🥰,2.0,244.0,1682.0,0.9158489691451406,1,1.1159592823663815,1
good afernoon. do not forget your lunch!,0.0,1.0,531.0,0.3877893397350388,0,0.014498280950295386,0
It's the midday announcement! It's time for lunch!,0.0,5.0,117.0,0.4786627875142968,0,0.06686784249064374,0
wow! lunch time-!! &gt;:D,0.0,1.0,98.0,0.4893824276919011,0,0.023343656923798774,0
I’ve got to fix my diet. I can’t be fat again. It felt terrible,1.0,125.0,252.0,0.8664635372784383,1,1.1439202898534275,1
"I wanted lunch, but there's nothing in the fridge! ∑(ﾟДﾟ)",0.0,0.0,157.0,0.46115006478204384,0,0.010317941926050957,0
TIME FOR LUNCH. What should I eat today?,0.0,1.0,146.0,0.46545209433084556,0,0.021034538305686204,0
"Taking a lunch break from training, man am I pumped! I am so on the way to beating Tyson!",0.0,1.0,204.0,0.44570359734406173,0,0.019242117803753015,0
Lunch TIME!!,7.0,107.0,1101.0,2.7041594421210267,2,0.5964083402860492,1
"Good afternoon BFF @_QueenAnisaOFC, don't forget to lunch♥",0.0,3.0,1651.0,0.30678628260090574,0,0.01838579503298471,0
"“It is more fun to talk with someone who doesn't use long, difficult words but rather short, easy words like ""What about lunch?” ― A.A Milne",0.0,1.0,163.0,0.45893315478702856,0,0.020432277439233443,0
"Lunch time! What do you want to eat? Just tell me, anything is fine.",0.0,13.0,424.0,0.40189341641969933,0,0.10909256822279856,0
Missed the last wicket making lunch. Rookie error leaving when there’s 1 wicket to go,0.0,74.0,211.0,0.4437154528477824,0,0.7150063151779159,1
"Great, Stuck in elevator with five guys have a high protein diet.",0.0,6.0,483.0,0.3937823349680209,0,0.052340199193898304,0
why is my explore page different recipes for baked potato like ever video is potato,4.0,111.0,158.0,2.303872872727512,2,1.1536734351048046,1
"Who’s buying me sushi for lunch like a good little boy !! 

Beem it @ missellerosee // PayPal @ elleroseeofficial !!!",2.0,663.0,3086.0,0.7592817026804406,1,2.175086643517541,2
"Only snacks I got is applesauce, yogurt, &amp; fruit. I’m making a smoothie 😭",0.0,248.0,5908.0,0.19290073830503177,0,0.5323425259781002,1
"My go-to super quick and healthy salad for when I don't want to cook:
- Organic spring mix lettuce
- A can of wild-caught salmon
- Organic Pecans
- Organic apple slices 
- Organic Raspberries 
- Primal Kitchen Ceasar dressing

Takes 2 minutes to throw together.",0.0,38.0,783.0,0.3621901288361473,0,0.24659236201291776,0
hot bitches have coffee for breakfast and lunch ONLY,2.0,63.0,23.0,1.7602364650354767,1,1.1195947175960306,1
"I'm thinking it might be good to document my food like it's Oregon Trail. Writing down three packages of ramen. Then drowning or getting dysentery 

I'm really about to write it down. Seems practical. Seriously",0.0,29.0,136.0,0.4696672406950969,0,0.32144678554917716,0
"sliced apples and custard, ultimate late night comfort food &lt;3",1.0,107.0,89.0,0.9905614846779894,1,1.292691156791983,1
Where do young cows eat lunch? In the calf-ateria.,0.0,5.0,277.0,0.42762146107220783,0,0.053042818445772945,0
And I didn’t want to make you deliver lunch to me again. Giving me special treatment when there are younger wizards around.....,1.0,51.0,329.0,0.8346761437722816,1,0.43746404122980775,0
yea fuck the abc diet imma just eat 100 cals a day,4.0,133.0,600.0,1.8996404906574709,1,0.9321522768104511,1
Once again @GooseIsland hits it out of the park with BCBS coffee! Great blend of a great beer and great coffee from @Intelligentsia. EPIC!!,1.0,255.0,81.0,1.0022076845550807,1,3.1407628798718754,2
"Nothing like a successful southern comfort food dinner, some glasses of wine, and a quiet evening with a cigar on the balcony. Lol",0.0,92.0,148.0,0.46464536700481573,0,0.9746130695429078,1
"Mexican food is top 3, shits amazing",8.0,536.0,339.0,3.7398139004104394,2,4.478027941189888,2
"When I was a loner, I would always eat my lunch and then go walk the track for the remainder of the period. In retrospect, it probably was pretty helpful.",2.0,59.0,55.0,1.5772101183465592,1,0.8160638698856102,1
"Why yes , I was indeed in my jammies , baking chocolate chip cookies and watching Monk by 630 this evening, thanks for asking …",32.0,412.0,3323.0,8.130280947841458,2,1.2936333722746163,1
"Science 1. @WilliamsRuto Let’s discuss science: GMOS were were created to resist herbicide called GLYPHOSATE eg Round Up. But
glyphosate exposure may trigger neuroinflammation in the human brain. Glyphosate also kills both good and bad bacteria in the soils.",2.0,155.0,490.0,1.1786328351704378,1,1.1610272198233458,1
"my mother is definitely trying to make me eat more, so im gna make this a metab day to keep her from being sus even tho i rlly dont wanna eat rn :/ shes making cookies and earlier she made me a smoothie, yesterday she made me cereal and mini pizzas .",8.0,462.0,928.0,3.1532875956114146,2,2.7419122502119793,2
feeling an insane urge to get a box of the juiciest halal meat with hot chips (snack pack).,8.0,514.0,1218.0,2.9745070987921935,2,2.723445109284043,2
"Data: sir, historical records suggest your assumption there were no notable events in 2023 is incorrect. On February 3rd 2023, the UN enacted a worldwide Hotdog For Lunch mandate",1.0,68.0,759.0,0.7286238827788156,1,0.4413681549620956,0
Who still remembers their school lunch/ID number,0.0,4.0,171.0,0.456104300560942,0,0.0504355982872086,0
Jinki been doing many chores since morning already while I'm still laying on my bed after breakfast thinking what to eat for lunch ok,6.0,267.0,351.0,2.8940384689869396,2,2.2119233113085723,2
on my career grind and have become helplessly addicted to carrots with hummus like i think i might have a neurotic breakdown if i can’t have it with lunch every day,7.0,786.0,5847.0,1.5509396537129203,1,1.6950420137481281,1
"my homie, brunch at 12 is just lunch",1.0,63.0,312.0,0.8410449124389826,1,0.5468140040526442,1
"Am not saying The Eagles can’t lose, not at all, and in The NFL, every opponent has to be respected.  With that said, as I watch the Jags game, I am more nervous about the placement of my napkin at lunch than about The Eagles tomorrow.",2.0,979.0,7712.0,0.5050807405642884,1,1.7222131219011148,1
Real authentic Mexican food is really top 5 like,0.0,120.0,849.0,0.35661053286516736,0,0.741921162291101,1
Grandma tried making Singaporean Curry Noodles. They were okay… she forgot a few steps of the recipe,5.0,59.0,285.0,2.555565059427242,2,0.5261528845175089,1
Chile it’s been a long day. I deserve some good food. What should I order? Thai? Wings? Pizza? Ramen?,1.0,756.0,2844.0,0.5208747653348301,1,2.602322038019355,2
"Only reason I don't mind going to klang is to eat BKT and ais kacang, pewpew",4.0,380.0,4598.0,1.0815973984220784,1,0.9689681518684689,1
"Crepe: You don't have to be so gentle with me. You can hurt me if you'd like. After all, my body belongs to you. 
 
Sakura: If only there was someone out there who loved you",0.0,11.0,255.0,0.4325311135343344,0,0.10858542486807272,0
"Typical Saturday:

1.) Watch episodes for @queersandsoaps. (This week is @TheBaytheSeries.)

2.) Lunch and then nap.

3.) Working on all things @TANDpodcast &amp; @oldcovepodcast.

Now my brain is ready for bed.",7.0,368.0,1335.0,2.588165733694551,2,1.8735386879776585,1
"Finally didn't feel like death after waking up... But now it's almost lunch time already 😭😭☠️

Made coffee and will walk the dog soon. He's the best longer sleeper dog for real.",9.0,224.0,709.0,3.6891091360033994,2,1.4756417009721703,1
"I love women who ex was broke, soon as I pay for lunch they think I’m the one 😭😩😭😭😭",0.0,174.0,1044.0,0.3419094818332244,0,0.9880805157406397,1
"I'm eternally grateful to you, Strawberry Crepe Cookie!",0.0,17.0,165.0,0.4582128084870574,0,0.18329744381915158,0
"Breakside IPA  (@breaksidebrews)  is on, replacing Revision My Freshest (@revisionbrewing)",0.0,94.0,702.0,0.3695754266710027,0,0.6252895490960965,1
"Three day weekends take a long time to get used to, and even after six months, they still kinda shock me. I finished Midnight Suns (wonderful), did a whole bunch of home repair, made myself a perfect sandwich for lunch, and I still have half a weekend left.",57.0,6983.0,5619.0,11.45944184438475,2,15.472271699311493,2
What a spell by Hazlewood after lunch 2 wickets 🔥🔥🔥,0.0,18.0,817.0,0.35927114042325087,0,0.11822406761292217,0
a smoothie would hit rn,0.0,110.0,676.0,0.3720915041392092,0,0.7405689645929207,1
"tomorrow i think for breakfast i’ll have cold brew + caramel protein shake + 2 boiled eggs (only the whites), lunch will b protein yogurt w some sort of fruit, n dinner idk we’ll see what i feel like..",0.0,23.0,213.0,0.4431594097811292,0,0.22821570409087483,0
I FORGOT I ALSO BPUGHT A SMALL BLENDER OMFG EDTWT SEND ME UR FAVORITE SMOOTHIE RECIPES,3.0,199.0,69.0,2.0446416715551687,2,2.5598066088105567,2
"I cooked red bean paste called ""anko"" in Japan.
I'm going to have OSHIRUKO for lunch.
Do you have ""Mochi""which is a sticky rice cake?
 #English leaner  #diary",4.0,62.0,19.0,3.006841570730138,2,1.171050811779991,1
"Lol I just realized that when the sleeping scene in Sam’s house back in episode 3 beginning of 4 happened, the alarm clock marked 10:41 am and neither of them were ready but when you check Jim’s phone in episode 4 when they’re having lunch it’s 10:11 am 🤣",0.0,120.0,256.0,0.4322993197314343,0,1.093705718112601,1
omg should i prepare freebies for mycon ph also??? was thinking of baking sugar cookies that look like ggomo but am thinking it might be too time-consuming baking and packing them all alone????????,2.0,342.0,859.0,1.0673860516098623,1,2.0936564099109116,2
You know you're eating a low carb diet when you're excited about having a piece of toast before church tomorrow. Who me? 🤔,1.0,42.0,340.0,0.8307144872156784,1,0.3582640208409492,0
I sit down on my lunch break and lose all momentum and will to live,1.0,127.0,413.0,0.8070270456044466,1,1.0055890436409618,1
"(reading in the corner of the bar, when a pretty &amp; charming woman sits down next to me &amp; starts talking to me for several minutes. she gets up &amp; walks away, when I quietly mumble answers.)

Well, she seemed nice.

(orders another Irish coffee &amp; keeps reading.)",19.0,319.0,2025.0,5.799079886539501,2,1.3270777477668732,1
Ramen noodles slap when you are broke and hungry. You can definitely doctor them up to taste pretty damn good!,7.0,376.0,2546.0,2.1619917026777475,2,1.3809011073503166,1
I believe in taking care of myself. In a balance diet and a rigorous exercise routine,4.0,393.0,1285.0,1.6322169728572313,1,2.034972202884746,2
"me “600 Kitchen and Bars menu looks so good we will have to stay for brunch and lunch!”
Zakk “we are going to be brulunchin’ it up!”
🤣😂",4.0,51.0,79.0,2.513297866768075,2,0.6421745351860861,1
That Mexican food regret,12.0,483.0,4286.0,2.897376902061625,2,1.2897527155058026,1
So for breakfast I’ll do an avocado bagel and strawberry banana protein smoothie 😋,0.0,30.0,409.0,0.4041120815065271,0,0.2442745484671749,0
juice tryna make my granny cheese cake recipe,0.0,83.0,749.0,0.36521187280304446,0,0.5399596309878182,1
"Door County Polka King Porter  (@DoCoBrewingCo)  is on, replacing Founders Breakfast Stout (@foundersbrewing )",1.0,78.0,225.0,0.8798550914600843,1,0.740048002747238,1
my biggest ick is when people come over unannounced esp my cousins/uncles/family friends like rn we re eating lunch and they just came overlike what is wrong with u what if we already had plans anf then they don't leave for ages,4.0,83.0,252.0,2.166158843196096,2,0.7626135265689516,1
I will pay some quick cash for lunch if your pretty dm #buyingcontent,671.0,41310.0,1595.0,208.02343781273476,2,193.0764827346111,2
