text,likes,followers
i wanted to use my lunch money to buy pompompurin stuff but the shop only accepts paypal. who tf uses paypal.,0,345
"Lunch: Mcdo
Drinks: SB

😂",2,2953
Eating lunch,0,103
Sup lunch pad to the mooon!! LFG!!!,0,30
im just gonna watch 1n2d ep2 again while having lunch . it was so fun,2,603
"When my siblings and I got home for the holiday, my 12years old sister gisted us about this boy from school that literally told her to wait in the dining area after lunch till everyone is gone so that he can show her, in his words, “what men and women do in the bedroom”.",8,601
AHH i was on edtwt on my phone during lunch and a friend came up from behind me to scare me &amp; I think she saw it,0,876
ang lunch nato for today is marlboro iceblast paresag hany'g cobra,0,8
"Cold nr 3 this winter..... not feeling well.
Im not too excited to go to work today. Prepping a survival package: lunch + nose spray, honey for my soar throat, lots of tissues. Top that with fruit and extra vitamins.
Here we go 🤧",0,48
Farmer’s Markets mean so much to me. They are the cornerstones of many fond memories. 🥹,2,2929
mexican food is top 2 and not 2,3,759
add cement to your smoothie,12,734
"Need some kombucha, my stomach feeling weird 🙃",0,218
I have work tmr so I’ll probably survive out of diet coke and coffee and If I feel too funny I’ll just take it or drink a protein shake,0,232
Don't Skip Your Lunch Guy's,0,24996
Made my lunch for the week ✨,0,289
I'm checking out the lunch menu from Leeann Thigh,0,6
"Veronica: Singing and clapping
Laughing and napping 
Baking cookies, eating paste!",0,43
Considering making chicken flavored ramen to put onto cookies n cream icecream to eat all together,5,263
"Society eats so much junk food that eating real food is considered dieting.

#mondaythoughts #Mondayvibes #MondayMotivaton",1,10565
"Why am I craving Amala!? This is very absurd. I probably haven’t eaten it in more than 7 years, but if i don’t eat it in the next few days there might be war!!",0,1108
"I had oranges for lunch. Good source of vitamin C. If it was you, i think it would be a good source of everything",0,81
lunch done hehe,0,2858
"As for me… yakisoba or okonomiyaki, I wonder which one I should choose….. Ah, there’s fried octopus too! I can’t make up my mind–!",0,37
"I'm not saying Semaglutide is a good thing- it might be very bad- but I am saying that anyone who says ""People should be losing weight the right, virtuous way by exercise and dieting, not this cheap shortcut"" is a fuckwit.",1,1126
"reason was, in fact, out to lunch",0,57
"Industrial &gt; ^Hemp - products can provide a number of nutritional benefits when part of a balanced diet. Seeds of the &gt; ^Hemp - plant are high in protein, healthful fats, and magnesium. People can incorporate these into their diets in both sweet and savory dishes.",0,74438
Not to be morbid but it’d be really funny to suicide by cop with a bunch of transit police. They’re just slobbing around down there trying to ticket black teens and one of them has to waste you at 2:05pm in the middle of talking about lunch,32,12433
"If your not tryna give me some money for my food truck or another fluffy female to invest, we have nothing to talk about. I don’t want no clothes, shoes, backpacks. You Bitchez be ass backwards investing into the niggas that wanna look good instead of being wealthy.",0,185
"Today is nice weather too!

I'm cycling with my family, but the bicycle has assist of electory. It's going to take about 20km round trip, I wonder.

I found a nice cafe on the road, we are taking a little rest and having lunch. The view is so good too!

#English #diary #英語学習",3,10
"I never had the hot lunch. I brown bagged it, until I got a job and I'd go to the taco spot of burger spot a block from campus.  #Catitstu",1,2648
Don't forget to eat your lunch 😊,0,72
*Takes a sip out of my smoothie* Today you will find out the true meaning of what a charades is,0,36
All right guys I’m going to school. See you at 12 AM at lunch in Romania,0,4
the students who play music during lunch keep playing jazz music today and it's making me miss taehyung sm😩,3,132
yall ever develop a comfort food or safe food and suddenly its all you want to eat?,5,260
"Jim: Okay, I think the game’s over… People are like leaving. There was a bigger crowd last time. Do you just want to go to lunch?  Katy: Okay.  Jim: Yeah?  Katy: Alright! You want to drive?  Jim: Sure.  Katy: Alright.   #theoffice",0,93
Bale Breaker Clarity Rarity #10   (@balebreaker)  is now on tap,0,11
I want a smoothie 🥺,1,73
Pretty bad idea to start a book during lunch break… 😅,0,25
Planning for a kanchipuram trip now. Most of the temples willl open at 4 pm . Any place which is open during lunch?,5,136
"Can’t wait til I’m some 40 year old woman baking cookies, cakes, and pies from scratch in a 50s kitchen with my apron on 😂 what is wrong with me?!",0,35
"Different ingredients and cooking techniques are what make cakes so diverse, in both taste and appearance!",0,40
"Our primary school had many shops just across the road, so the older kids would often literally jump the fence at lunch and buy stuff from the bakery and McDonalds there when the teacher who was on playground duty had their back turned 
#キャロラジ #tomochan #天城サリー #高橋李依",0,101
"I eat boys up, breakfast and lunch
Then when I'm thirsty, I drink their blood
Carnivore animal, I am a cannibal",0,20
please tell me how to not fall asleep after lunch at work,0,816
we’re back at it again with 1hr lunch break tapos walang vacant the rest of the day😍,0,453
no one got my lunch bro😵‍💫😵‍💫,1,22
"ate way too much vanilla protein pudding 😭 but I’m firmly under today’s limit n will have 80 ‘free’ cals left after my planned lunch anyway sooo idk 
tbh as long as I don’t touch any fruit I’m golden",2,282
"Trying to decide if I should cater my Covid Pity Party for One with Thai, Vietnamese or Cantonese/Szechuan food tonight. Woe is me. 
#CovidLife",12,2584
"Is midnight...
I went to bed at 5 after disagreeing with my lunch...
I guess I'll work for a bit 😅",1,506
"today’s lunch consists of that cheese-noodle concoction again, which i remain suspicious of. i doubt anyone’s tried it yet, but if you work up the courage, let me know how it is.",0,21
i should just start going back home for lunch,0,30
Eating on this yung money Wiener schnitzel,0,764
"People on linkdln so fake it’s funny 💀

I am so grateful 🥰 to be part of this amazing company 🤗 where I get to slave for 79 hours 🙏🏻 and my management has been so generous ✨ because he saw I’m a mozlim 💅🏻 and allowed me to pray 🤲🏻 on my 15 minute lunch break 😚",0,47
Anywho.. got what I need to in Takashimaya. Let’s just head back home to get lunch.,0,374
Just want my dick sucked while eat my lunch on my lunch break,1,190
”i kept buying ur apple juice at lunch” “what?” “i kept accidentally buying ur apple juice at lunch.”,0,55
I did good ALL WEEKEND starving myself . Eating healthy &amp; drinking nothing but WATER ! Baby why it’s 11:02 &amp; I’m up eating a BBQ CHICKEN WRAP ! Cause get somebody else to diet 😭😭😭🤦🏾‍♀️,0,274
"Nigeria politics.
Rice beans and plantain.
Beans, Rice and plantain.
Plantain, beans and rice
Same food different format.
APC, PDP, LABOUR, and ANPP all are the same people under different formats.
The same people that put this nation in this mess...are here again.",1,42
from golden corral:,0,232
"i am packing a coke zero and a pickle for lunch ! 
cal : ~10",1,66
This is the closest to @jakob_jarecki that I have been since that one time when he was two buildings away and didn’t bother to do lunch with me,6,457
"I had breakfast with my best friend, lunch with Zara and her best friend and dinner with Amma and her best friend! My cup runneth over 😂",44,32888
"Master these &amp; unleash your fullest potential:

Herbs daily
Eat organ meats
Go organic
Support local farmers
Use local bee products
Grow your own
Raise farm animals
Mineralize properly
High quality vitamins
Love hard
Respect your elders
Live unapologetically
Fight for your rights",4,1184
"Just seeing the Quay Walker ejection lmao I love 95 coming up and shoulder bumping the same medical staff guy after he got up. Nobody talking about it. 

They have a bad lunch in Green Bay? 😂",117,49793
lunch is so yum 😭😭 but I have to eat later,4,388
mom said she expects me to relapse so i’m taking that as “when i get money to sustain an ortho diet and the gym again i’m planning a relapse”,0,188
lunch break tapos read again wahah,0,1
Okay which Seahawks playoffs viewing party is gonna have Vietnamese food catered? I would like an invite.,0,693
Taeyong’s favorite drink is yogurt smoothie.,0,11
I think I might look up a mug cake recipe lol,0,442
"Is it an asshole move to assume customer service agents speaking to you in the evening are within a few timezones of you?

I know I'm over-sweating it, but I still don't wanna be rude by ""good nighting"" some exploited overseas call center rep who hasn't had lunch yet.",0,399
Goal of 2023 is to try authentic Thai food,3,195
Woke up early and cooked lunch buttttt I ate it as breakfast cuz it looked so good.,0,223
I need some more of those conch fritters,0,250
i really want a milkshake or smoothie rn,0,9719
noooo lie the only Mexican food you can’t replicate is the corn from the eloteros 😫 they just know how to put the right amt of everything,4,220
"~My Description~

Name: Willow Salkil
Age: 19
Height: 5,8
Gender: Non-binary
Favorite Food/Drink: Ramen Noodles and Dr.Pepper
Favorite Colors: Black and Red
Besties: Evan, Sarah, Kimberly, Addlee. (Sadly, none of them have Twitter)
Crush: Nun ya-

That's all I got- so... buh-bye!",1,38
It's 2023 and the only thing that can top a killer house music track is a perfectly-mixed tequila cocktail. Let the good vibes flow! #housemusic #tequila,12,3686
"this is a lunch's menu, Stewed Prawn🍤, severed with Spaghetti🍝 , then vegetable for today will recommend with Carrot🥕",0,31
lunch time 😌,0,30
"For 6 calories, kombucha is underrated for a healthier soda option.",0,32
eating lunch alone again..,2,109
"Morning : Rice 

Afternoon: Rice 

Night: Rice 

Don midnight you eat garri 

A pa u able ooo",1,1
"Gv mood, tryna cook ideas for lunch to put into action lol",1,2219
Ashley having lunch with Katie and Monique sounds chaotic kinda #RHOP,1,118
"To those south african women busy enjoying Nigerian drug money, zifebe! Shame on you!! 🤬🤬

You are the worst! For every Gucci bag know there is a community suffering from crystal meth!!

Ngathi they can deport you to Nigeria, niyophila nalama jollof wenu!! 🤬🤬

#Sizokthola",83,164
"Having a bad day, eaten a salad, nachos and an energy drink all at once for lunch- I’ll let my body figure it out later",1,242
Kenny Golladay hauling in a ridiculous TD catch in the last game of the season is like when that one family member shows up to Thanksgiving lunch at 8:30 pm with a 12 pack. Not sure why you are here but let's get drunk,3,314
Was sooo busy I forgot to order food delivery today and it's already lunch hour. gg,0,213
and I done got big asf this is sad. But I’ll be getting all my diet food tomorrow. I done got to big!,0,173
"Underrated 🍃
PROTEIN
one of the macro nutrient highly essential for our daily life 
Both men and women who is under control of their own diet(food structure) add protein rich food in your diet,it doesn't only mean for building muscle,",0,3
Apparently I am now into watching people eat spicy ramen.,4,896
"Just as I never understood why banks had less tellers at lunch time when most people used to go there, I cannot understand why television is so dismal and insulting over the holiday period when more people may well have time to view some.",3,664
"Hallu, happy lunch! 
Secured a commission kanina and im working on it rn. Thank you sa tiwala! 🙇🧡🍀✨",0,102
"Some drunk dero just parked out front of our house, took a nap, had lunch, threw all his garbage (including a vape &amp; undies) on the nature strip &amp; shat all over it. He then walked towards our neighbours house looking really mad, turned around at the last second &amp; drove off.",0,124
"Absolutely, I really hope that, at this point of the day, you've got a new perfec shock of energy eating a delicious lunch ⚡💪",0,75
up baking cookies at this time🥲😭,0,470
I need someone over at @ww_us to tell me why 1 1/2 cups of Ground Turkey is 12 points!?,0,411
i need the bella hadid smoothie NEOW,1,149
i want that bella hadid smoothie saurr bad omg,0,231
"my kid asks for sardines (gross, but she does eat them at her grandpa’s house)
serves sardines, doesn’t want it.

my kid asks for a smoothie. we put together frozen fruit we had, a banana &amp; what little milk we had left.
serves smoothie, doesn’t want it.",0,537
Yup I’m coming back from lunch lates asf,0,86
"Realistically Aaron will cry all night then take his morning ayahuasca smoothie, make some cryptic diaper baby doomer statement about retiring, whine for five months then play next season",1,273
"I'm so looking forward to today's lunch hour. But it seems like nobody wants to go out for lunch, even though its already 12.47pm.... 🧐",0,62
eat your lunch na po ☺,0,332
"#DASH
Changes in diet can lower blood pressure, prevent the development of hypertension, and reduce the risk of hypertension-related complications. Dietary strategies for the prevention of hypertension include reducing sodium, increasing potassium, and adopting the DASH diet.",1,61
miss the freshman lunch crazy 8 sessions🤧,3,194
"Lunch break: Delhi - 159/4 in 32.1 overs  (Anuj Rawat 31 off 34, Vaibhav Kandpal 64 off 81) #HYDvDEL #CKNayudu",2,637378
Enjoy your lunch 🍛🍲🥗,0,37
"GIVE ME MEAL RECOMMENDATIONS 

BREAKFAST LUNCH DINNER 

ANYTHING",2,180
"Lunch break first
#MileApoXDior",2,323
"Thai food is ready for you renjunie and i recommend 'tom-sab' which is a spicy and sour pork rib soup (😋) it's one of my favorite foods and i think you'll like it!

#WelcomeTENandRENJUNtoThailand 
#RENJUN #런쥔 #仁俊 #ロンジュン #NCT런쥔",0,63
"Since squirrels keep coming into my garden, I might think of adopting one.

They also always approach me, whenever I'm having lunch outdoors. XD",3,2201
Ack! That's the Weirdo Wombo Combo I saw during lunch! Of all places to bump into them...,0,9
"Ashley promised me olive garden for lunch, and I’m hype rn! 😤 also fuck the packers.",5,136
When I go back (and after kbbq) I’m doing a month cleanse of only water no good,4,240
"Boyfriend: we need to plan our meals for this week.

*Always ends up being me planning them*

On the menu this week:
Portugese chicken and rice
Pumpkin risotto
Vietnamese chicken salad
Mac and cheese with tuna and peas
Loaded beef veggie burgers
Soba noodle salad",3,170
"Try the new fitness hack using peanut butter &amp; jelly!

Hungry? Have a PBJ. Breakfast? PBJ &amp; eggs. Lunch? Salad and a PBJ. Dinner? PBJ &amp; pasta. Nightly snack? Have a PBJ.",9,22224
"Say what you want about post-lunch naps but I am POWERING through my work right now! 

Tea is also helping...",106,42996
I want a fat smoothie rn,0,279
im hungry and lunch break is taking so long,1,75
lunch: cigarettes,3,496
Menu For Today's Lunch.. Tinola.,0,40
"this person messaged me on a saturday, outside of my working hours, and expects me to respond? NO.

calls me on my lunch break? NO.

messages and calls me outside of viber despite my specific request not to do so? GOD I'M SO PISSED.",0,198
"So what I will be having today is

Beef salpicao and Adlai Rice and 2 chicken wings  (Lunch) 
Salad and vegan meatballs (which I assume is around 400kcal) for Dinner

So I projected to only consume around 900 to 1000  kcal today pero gusto ko mag Starbs 😂",0,418
"In this house, the restaurant is talked about as “the lunch store” or “the dinner store”",2,831
"Mom cooked kare kare with bagoong on a Monday, now I’m grateful lol",0,1009
"Bro- a girl asked me out for lunch and bc im not that close w her, i kinda don't want to go... But she seemed so enthusiastic when she asked me. 
💀What am i gonna do?

Cries im so bad at commutating and socializing 💀💀",5,216
I’m really up here ugly crying watching Soul Food,0,394
I’m craving Vietnamese food so bad. Moms cooking to be exact 😭,8,3145
"If you’re up early on weekends and could use some money, I’m looking for a training/hospitality team for Saturday mornings.
RM25/hour,breakfast and lunch provided. KL City. 

Experience and paper credentials does not matter, a great personality does. 
Drop me a DM if you’re keen!",5,629
"🐰: Sounds good~. I don't have any of my usual laundry to do today. If you'd like to, we could eat lunch together?",0,4
That cute guy you sit next to at lunch and never talk with admires your vibes! 💘💗💝💗💞,0,164
Don't forget to breakfast or lunch and take a shower okay,0,1153
I actually was really excited to fix my lunch for work tomorrow,0,297
"good afternoon! currently our lunch break, don’t forget to eat~",2,500
I ate a burger for lunch and it’s the first thing I’ve actually eaten in 2days lmao FACCCCCCCCCCCK,2,90
nothing can separate me and my love of farook halal food,4,218
"Apparently I have been losing weight. And there is no apparent reason for it.
I don't diet (other than sugar free drinks) and sure as hell don't exercise.
Wife is worried about me. 
She says I need to go for some tests.",0,106
eat ur lunch na,0,606
"Kia ora! This message was written by carol. Don't you want to find delicious cuisine with me around the world? I am in Spain🇪🇸. Today is ☁️☁️☁️☁️🌥☁️. 

 I am eating🍘🍶🎂",0,27
I cannot WAIT to get a Jake Shake. Lunch tomorrow!,1,131
All you other Silm Shadys are just drinking drinks so won't the long-lost triplet of Slim Shady please drink a cup of coffee ?,0,3
"i made cassoulet with chicken and sausage

also polenta 

i am stuffed",2,213
Siang... &gt;.&lt; don't skip your Lunch -3-,0,160
"my wife is too sweet

she packed me an entire lunch for tomorrow — with a love note and everything (always a love note 🥰) — only to realize at the end that she forgot I have the day off 💀",7,86
Bella..? Bella hadid?! Can you please sign my erewhon smoothie!!!?,0,1898
Bout to eat ramen at 10 because I feel like it and I’m quitting my job so wut about it,0,129
It's 5:39am and pounded yam is hungrying me😩,13,2169
"Finish my lunch and open the twitter
Oh...the smell of drama...
Close twitter:D",16,874
Let me pack this lunch for tomorrow and get back on this damn couch 😌,0,65
"i grew up here, under the sun
in grade school, i was the odd one out of the bunch
and i dont mean i was the kid to eat bugs for lunch
i was the one who wasnt comin from where theyre comin from, yuh",1,1022
Food/dieting is also my issue. 😅🫣,0,2670
I made the teenagers lunch today cause it's his 1st day back at school 😊. I should have made extra cause I'm back in bed and hungry 😒,0,4602
"Rajma Chawal ought to be the best Sunday dish. Perfect flavor Rajma, long grain basmati rice and a side of greek yogurt to palette cleanse. Real proud of how it turned out.",4,192
I packed my lunch for three days.. veggie bowls 🥹😂 with snacks. Protein/ meat only at dinner,0,419
Will try my best not to sleep after lunch so i could get back my sleep routine,0,1
"I have both cultures so Imma rant, Jamaicans in Canada stop attempting to make soul food it’s not your culture. Y’all Mac &amp; cheese is sh*t cheese doesn’t drizzle &amp; you don’t pan fry, you bake! &amp; your sweet tea isn’t real sweet tea why tf you adding fruits juices to it??? 🥴🤦🏽‍♀️",0,1738
It’s going to be raining during work aka the kids are not having play time at lunch aka it’s going to be chaotic. What a nice welcome back 😭,1,124
"Lunch Time Charity Giveaway

1. Drop the food name👇🏻
(If you have pics, share too 😍)
2. Price in local currency 
3. Wait for surprise 💜💜💜

➡️ RT + Follow me 🍭🍭🍭",46,18486
"Don't forget to have your lunch, everyone. Happy Monday! 🤍🍂",0,65
i was having bad acid reflux and my dumb ass orders tomato based dish for lunch 🙃🙃,0,228
"good aftieee, don't forget to eat your lunch moots!",1,2456
Comfort food implies that anti-comfort food exists. Give me food that brings me pain and suffering,2,217
Omg I think my diet is almost back to how it was when I lost all that weight back then. HOOOLY SHITTTT THIS IS A MASSIVE W!!!!,0,320
"This Thurs, I will order 🌮 for lunch 💃",0,14
Making a fat ol cocktail after work #sorrows #DryJanuary,3,31
I need something sweet after lunch and dinner every time. Like even if it’s a mini piece of chocolate lol that’ll do.,0,242
I ready for lunch today lol,1,2422
its 1am and im waiting for my garlic bread to get ready cmon its lunch time cmon hurry up bread fairy i want garlic bread.,0,47
What’s the plan for tomorrow? Looking to hit up lunch and drinks around 12-1ish then head to stadium. Any recommendations??,115,17366
"Lunch prepared ☑️
Alarm set ☑️
Work outfit selected ☑️
Cry because PTO is over☑️",2,148
"if you stick your dick in a blender, can you call it a smoothie?",0,209
[[“If a tomato is a fruit then ketchup is a smoothie..fuck I ran out of facts”]],0,53
"I found a- *explosion* Well, I thought it was a lunch box!",1,137
Lunch was so good poolside at Hellenika at the Calile. Great food and they gave me Greek donuts and sang happy birthday with my macchiato. Fantastic service too.,0,545
"On dates I say that one of my interests is “ microbiology ” which is a lie. I just want to make cheese, kombucha, and shit.",0,2666
"anyways! your next activity after lunch will be a rousing camp-wide swim! wow! so hurry up and eat, little loves, and don’t stay in the water too terribly long or your skin might acquire a variety of fun new colors.",0,21
Lunch with 3 pastors wearing shorts 🥹🤣 eotokke,2,232
BROOOOOABAHABSGA I BURNT MY LUNCH,4,2354
Wanna go grab some yakisoba &amp; rice?,0,18
"Good afternoon, my lovely moots eat your lunch na ~♡♡♡",8,2027
"What should I do? (Eat breakfast)
What should I do? (Eat lunch)
What should I do? (Eat dinner)",0,33
Strawberry Crepe Cookie told you to eat something!,0,778
"(uu~, I didn’t want to eat the bland lunch he made today either so I ran away)",0,390
Happy lunch!,0,70
Idk what sounds good for lunch,0,88
Happy Lunch hour!,0,140
"My dad been bringing me groceries every Sunday for his granddaughter school lunch, I don’t ask him to do a thing 🤞🏼🤞🏼 he the best father figure we could ask for it’s the small things that matter the most! Simple parenting it’s so easy 😊",1,964
eat your lunch!,0,176
"don't skip ur lunch, cil💐",3,89
I gave up on a healthy diet  because mom said it's ok. Then I tried again but it was time for a break.,0,20
I want some soul food,0,747
filipino food is soooooooo greasy i feel like my soul leaves my body after i eat anything fried,0,347
What’s a gym instructor’s favourite kind of vegetable? Spin-ach! #joke #funny #quote #vegan #HealthTips #diet,0,31
can some buddy answer me as to how they just so happened to have a chef who owns a Filipino restaurant as a judge when the guy who won the first part of the Bobby Flay comp to get to beat him's dish just happened to be lumpia!??? This show is THEATER!!! Something smells!,2,947
Happy lunch😘,0,8
Where to go for lunch? em.... #RenHotels #MRpoints,0,1
I don’t know who made those Celsius drinks but I haven’t had a cup of coffee in two weeks because of them.,0,1038
lunch~,0,146
a moment in nursing school that altered my brain chemistry is witnessing a patient died in a room across the cafeteria where we are having our lunch gawd that hunted me hanggang boarding house ahshdjsvs,0,540
Dan Campbell would steal McDaniel's lunch money,1,1981
kinda stressful today :(( 2 assessments and 1 project TT gonna go grab lunch then finish my science! &lt;3 i love sir nitura hes so considerate thank you sir,0,52
Ive been trying to help my mom with her diet by adding more fruits and vegetables to her food/lunch everyday 🥹,5,432
amelia likes baking cupcakes and nobody can take that away,1,451
I gotta be up early and I’m baking cookies😭🤣,0,205
One of my favorite things to discover when traveling is how bad Mexican food can get when you leave North America,2,118
"South East Asian food is the best food on EARTH. Followed by WEST African food, emphasis on WEST lol.",9,5464
"Thank you for your hard work today!
It's always nice to chat over lunch! I'm glad I could join again today!
Talking about food is one easy way to get hungry...
It all sounds so good!
And the question section was really interesting!
I learned a lot of new stuf!!
#たかねの見物",9,176
"What do you eat for lunch guysss?

#MileApoXDior",4,272
Would anyone be interested in seeing a drinks page mixing random drink’s together for TikTok or nah #drinks #TikTok #idk #well #lost,0,0
Is it bad that my mom makes my lunch for work everyday ? 😒 someone said “you need to grow up” like how! Tf ion ask her to do it she just does it 😒,1,676
Hi good afternoon!! eat your lunch na poooo im in school rn so i can't tweet muchhh,0,77
Society eats so much junk food that eating real food is considered dieting.,0,132
"Whoever number 7 is just lost me, my kids lunch money",0,569
people drawing frye with a frappuccino makes me want one so bad. either that or a dairy queen moo latte. those things are like the worlds sweetest ice cream blended coffee drinks,2,317
"The Mexican food we had tonight was trash, what a waste of money😒",0,888
the word “leading” in the business world feels alot like the word “organic” in the food industry,2,383
when I'm living overseas I'm flying in honey dill sauce in 30L pails,1,443
"I’ve been watching Korean street food videos all day and I’m just so amazed by their creations. Churro corndogs?? Pizza hotdogs?? BLT hot dogs with mashed potatoes on top!? Idk if it’s because I fasted today or what, but I don’t even eat beef/pork and wanted to try them😩",0,16
what's for lunch?,0,117
MY FRIEND WONT GO EAT LUNCH IMNSO HUNGRY,1,2266
Take a break from staring at the pictures and eat your lunch my friend ☺,0,1899
Lunch break 🍴,0,14
"I got food off the food truck and baby idk if she didn’t put enough in the box or im just a fat ass but i literally feel like i only ate a lil Sammich mean while i had beef tips &amp; gravy , Mac and cheese , cabbage and a roll",0,908
i drank large coffee smoothie at 9 pm :(,0,13
happy lunch,0,448
"Get up early and miss you through the glass, miss you through the chopsticks at lunch, and miss you in darkness before going to bed. I am best at thinking of you at the end of the day.
#MileApoXDior
@milephakphum",0,368
Cheese fondue provided by Detroit.  #NFLPlayoffs,0,113
I’m feeling villainous ima get Burger King for lunch tomorrow,0,174
"""What's the next Happy Meal® toy?"" Caribbean Jesus",0,2413
Craving pepper soup real bad.,2,1354
So what's for yalls lunch? Cause I'm starving,1,166
A dome team just went to the Frozen Tundra stole the Packers Dog  Lunch Money Girlfriend and burnt Aaron Rogers career to the ground biting his knee @PlankShow @StinkinGenius1,2,413
"when there’s literally oni like 1 food option in the company cafeteria &amp; it’s lunch peak period, imma have to face a long ass queue 😪💀",0,9
"Jim Leonhard should be unemployed for about 12 more hours, tops. That should be signed before lunch.
#Packers",0,97
"good afternoon cantikku, have u had lunch?",2321,12729
This week the lunch crowd in the canteens swells again. It's impossible to not wait at least half an hour for food.,1,203
Working on De-Americanizing my diet. Expanding my cuisine options the best I can with the options available to me. Next step is to start filtering out most processed foods. Battling my obesity on all fronts. I got mountains to climb and planes to jump out of!,7,313
"guess who see tiktok replay GDA at office just to see Seventeen ?

ya, that's me.. nasib kena betul timing dia lunch hour 😭",1,275
"Well that makes me happy, no more kombucha drinking Aaron Rodgers this year!!!!!",0,1074
"Long live my boy Quil, he used to make a whole meal out them damn Ramen Noodles back in them College days! #24 #LLJB",0,1686
random cravings for today is pepper lunch,1,492
Making smoothies 🥰,0,391
Aaron Rodgers is going to retire to open a colloidal silver distillery,0,104
"It's lunch time. Have you eaten?
#MileApoxDior",0,5
"I remember when I was working in call center, I could finish my lunch in just 7-10 mins. Now, na eenjoy ko na kumain na hindi hinahabol ang oras. SM Strata knows.",7,729
This Food truck is kicking my ass but it will be worth it 🫶🏾,1,680
hewoo its our lunch break rn skskks,0,255
lunch is like 12:30,0,155
Lions walked into lambaeu and took they Aaron rodgers lunch i thought I’d never see the day,0,801
Classmates left me to eat my lunch alone 🥺😔,0,40
"Yoga teacher: okay yogis, let’s focus on our breath! Btw who had something really garlicky for lunch?
Me: 😬",0,53
hello hello! i am usually asleep ng mornings so pls expect fast replies only during lunch time until madaling araw 🤣🤸‍♀️,2,543
I went grocery shopping this weekend so this week’s breakfast and lunch gon’ be too good,0,377
now seeing my jigsaw puzzle timetable with no time to eat lunch is making me worried,0,501
Doge will eat the lunch off your table if your not paying attention.. 😉,1,2402
"Ordered from a Turkish restaurant this evening, and, as I am wont to do, asked for a rice pudding for dessert. Upon finishing said cup, I have the very strong suspicion I just paid $4 for some Cozy Shack in disguise.",0,648
"2 hours lesson, 30 mins break time and lunch lead me lord nalng",0,700
had like 2 shots of vodka and sent in requests to view properties - might be in richmond wednesday &amp; thursday if you want to grab lunch or something @ the buddies good night,1,302
done eating lunch,0,217
These days im craving for japanese food 🍱,1,112
Don’t skip your lunch,0,29
I made fettuccine alfredo AND crepes tonight I am actually a chef time to switch majors,3,102
New study confirms threat to your child's health from lunch #meat,0,32
craving party jollof BAD,0,229
One thing I hate about KBBQ is you can be so full but then an hour later your hungry af again 😭👊🏼,0,33
Thai food is glorified Chinese fast food change my mind,0,157
I know I’m getting my period bc I was crying so hard watching Spider-Man (2002) on my lunch break today,0,484
sitting in my bed eating jollof rice. absolutely ridiculous. LOOK AT THE TIME!,0,2993
"Orange fizzy drinks are popping, and the summer wind is blowing through your six-foot-one heart and through my eyes
#MileApoXDior",0,112
"eating veggie ramen and watching a quiet place 2 🥰

yay more anxiety",0,1
"so i was supposed to cook lunch for tomorrow after watching gwitch, instead i've been screaming internally for 2 hours",1,901
"I'm tweeting during lunch break haha
#MileApoXDior",0,430
"I don't really like japanese food, but coat it in bacon grease? !! Sounds like a good time!!",0,6
Spinach smoothie all week for me,0,941
"①　Very Small amount of Breakfast

②　Nomal amount of Lunch

③　Small amount of Dinner

This Balance is recommended",0,315
finally on lunch,4,2422
Lunch time,0,1605
"Would you like another ""Lick-Her-Itch"" cocktail?

Devour one in an old fashioned glass with Sambuca, Vodka, Cranberry juice, and Cherry.",0,409
Dan Campbell just pounding lefluer and rodgers and taking their lunch money,0,196
"Drinking 2020 Azienda Agricola Corvezzo #PinotGrigio Delle Venezie Organic &amp; Vegan -Comes off sweet, which might be a byproduct of the intense fruitiness, but.... Round, fruity, a bit flabby, but quaffable in a ""I don't really mind what I'm drinking"" kind of way. 86 Points. #wine",2,66690
"Lol finally make it to hwaro (where the local furs get kbbq) and my friends don’t wanna wait 1.5h because it’s Sunday

So much for being one of the cool kids",8,1045
me after packing my lunch: not me getting my life together 🤓,2,330
Sponsor my lunch 👉👈,4,24874
Missing the collab cause meeting and lunch 😪,1,378
I thought about how long it had been since I had called my own mother. I should probably take her to lunch when I got back to Olympus.,1,30
Protein shakes with Diet Coke &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; 😋😋😋😋😋😋,0,431
"feeling like now is a good time to try new recipes, meal prep strategies, and focus on finding healthier (but still yummy) breakfast and lunch options. 🤔 so I can feel productive. 

and of course gym since I can go during the middle of the day and avoid everyone 🫣",13,939
"The universe is so kind 🥺

I was lamenting my lack of progress when my brother walked in and offered me lunch and a study session. 

After a sandwich and 2 hours, I’ve got nearly 1000 words and a solid plan for this article! 💪",9,116
"GenshinImpact: Haha... look at me, rambling on and on like an old man. Sorry about that.
Thank you for the garland! I can totally see your handiwork.
Guess I'll be making a dish from Mondstadt for lunch today. Is there anything you want to eat? Feel free to let me know!",0,24
"Haha... look at me, rambling on and on like an old man. Sorry about that.
Thank you for the garland! I can totally see your handiwork.
Guess I'll be making a dish from Mondstadt for lunch today. Is there anything you want to eat? Feel free to let me know!",0,13
Food trucks be hittin 🔥,1,2733
20 taking me to lunch tomorrow he’s literally the sweetest boy I know fr 🖤,0,694
daily lunch special,0,29
Lunch break guys 🚀,0,816
"Having traditional Japanese ""whatever we didn't finish over the holidays"" for lunch",3,104
Don't skip your lunch!,0,116
